year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1991,0,CCK,N,TECK WHYE LANE,56,134,56,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1347
1984,0,YS,N,YISHUN ST 11,110,134,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,1348
1994,0,BM,Y,JLN BT MERAH,0,134A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1349
1986,0,BD,N,BEDOK RESERVOIR RD,88,135,0,12,Y,0,N,0,0,0,N,88,N,0,0,0,0,0,N,1350
1977,0,BD,N,BEDOK NTH ST 2,153,135,1,12,Y,0,N,0,0,119,N,33,Y,0,0,0,0,0,N,1351
1986,0,BH,N,BISHAN ST 12,92,135,8,25,Y,0,N,0,84,0,N,0,N,0,0,0,0,0,N,1352
1983,0,BB,N,BT BATOK WEST AVE 6,119,135,1,13,Y,0,N,0,0,94,N,24,N,0,0,0,0,0,N,1353
1988,0,BP,N,CASHEW RD,90,135,90,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1354
2001,0,PG,N,EDGEDALE PLAINS,156,135,0,18,Y,0,N,0,90,0,N,66,N,0,0,0,0,0,N,1355
1995,0,BM,N,JLN BT MERAH,123,135,0,19,Y,0,N,0,65,0,N,58,N,0,0,0,0,0,N,1356
1988,0,JE,N,JURONG GATEWAY RD,0,135,0,6,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1357
1984,0,HG,N,LOR AH SOO,194,135,0,15,Y,0,N,0,68,14,Y,112,N,0,0,0,0,0,N,1358
1984,0,WL,N,MARSILING RD,16,135,16,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1359
1993,0,PRC,N,PASIR RIS ST 11,44,135,44,9,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1360
1983,0,TP,N,POTONG PASIR AVE 3,32,135,0,4,Y,0,N,0,0,0,N,32,N,0,0,0,0,0,N,1361
1997,0,SK,N,RIVERVALE ST,80,135,80,17,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,1362
1988,0,SGN,N,SERANGOON NTH AVE 2,80,135,0,13,Y,0,N,0,69,0,N,11,Y,0,0,0,0,0,N,1363
1987,0,TAP,N,SIMEI ST 1,120,135,0,11,Y,0,N,0,62,0,Y,58,Y,0,0,0,0,0,N,1364
1989,0,CCK,N,TECK WHYE LANE,16,135,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,1365
1985,0,YS,N,YISHUN ST 11,46,135,0,4,Y,0,N,0,2,28,N,16,N,0,0,0,0,0,N,1366
1987,0,BH,Y,BISHAN ST 12,0,135A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1367
1993,0,PRC,Y,PASIR RIS ST 11,0,135A,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1368
1997,0,SK,N,RIVERVALE ST,0,135A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1369
1989,0,CCK,Y,TECK WHYE LANE,0,135A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1370
1986,0,BD,N,BEDOK RESERVOIR RD,139,136,0,10,Y,0,N,0,0,87,Y,52,Y,0,0,0,0,0,N,1371
1978,0,BD,N,BEDOK NTH AVE 3,31,136,0,4,Y,0,N,0,0,27,Y,4,N,0,0,0,0,0,N,1372
1986,0,BH,N,BISHAN ST 12,80,136,0,9,Y,0,N,0,36,0,N,44,Y,0,0,0,0,0,N,1373
1983,0,BB,N,BT BATOK WEST AVE 6,118,136,2,13,Y,0,N,0,0,92,N,24,Y,0,0,0,0,0,N,1374
2001,0,PG,N,EDGEDALE PLAINS,0,136,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1375
1974,0,BM,N,JLN BT MERAH,88,136,0,10,Y,0,N,0,2,86,N,0,Y,0,0,0,0,0,N,1376
1984,0,HG,N,LOR AH SOO,8,136,0,4,Y,0,N,0,8,0,N,0,N,0,0,0,0,0,N,1377
1984,0,WL,N,MARSILING RD,16,136,9,4,Y,0,N,0,6,1,Y,0,N,0,0,0,0,0,N,1378
1993,0,PRC,N,PASIR RIS ST 11,50,136,50,8,Y,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1379
1987,0,BP,N,PETIR RD,38,136,0,4,Y,0,N,0,11,0,N,27,N,0,0,0,0,0,N,1380
1984,0,TP,N,POTONG PASIR AVE 3,82,136,0,14,Y,0,N,0,5,42,Y,35,N,0,0,0,0,0,N,1381
1997,0,SK,N,RIVERVALE ST,80,136,80,17,Y,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1382
1988,0,SGN,N,SERANGOON NTH AVE 2,72,136,0,13,Y,0,N,0,12,0,N,60,Y,0,0,0,0,0,N,1383
1987,0,TAP,N,SIMEI ST 1,100,136,0,11,Y,0,N,0,36,0,N,64,N,0,0,0,0,0,N,1384
1984,0,TAP,N,TAMPINES ST 11,0,136,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1385
1989,0,CCK,N,TECK WHYE LANE,39,136,0,6,Y,0,N,0,9,0,N,30,N,0,0,0,0,0,N,1386
1984,0,YS,N,YISHUN RING RD,110,136,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,1387
2016,0,TAP,Y,TAMPINES ST 11,0,136A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1388
1978,0,BD,N,BEDOK NTH AVE 3,96,137,0,13,Y,0,N,0,78,0,N,18,N,0,0,0,0,0,N,1389
1986,0,BD,N,BEDOK RESERVOIR RD,70,137,70,11,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,1390
1987,48,BH,N,BISHAN ST 12,48,137,0,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1391
1983,0,BB,N,BT BATOK WEST AVE 6,16,137,0,4,Y,0,N,0,0,4,N,12,N,0,0,0,0,0,N,1392
2001,0,PG,Y,EDGEDALE PLAINS,0,137,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1393
1974,0,BM,N,JLN BT MERAH,89,137,0,10,Y,0,N,0,1,86,N,0,Y,0,0,0,0,2,N,1394
1984,0,HG,N,LOR AH SOO,132,137,0,11,Y,0,N,0,8,0,N,124,N,0,0,0,0,0,N,1395
1984,0,WL,N,MARSILING RD,86,137,0,12,Y,0,N,0,74,0,Y,12,N,0,0,0,0,0,N,1396
1993,0,PRC,N,PASIR RIS ST 11,32,137,32,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1397
1987,0,BP,N,PETIR RD,132,137,0,12,Y,0,N,0,0,66,N,66,N,0,0,0,0,0,N,1398
1983,0,TP,N,POTONG PASIR AVE 3,82,137,0,14,Y,0,N,0,5,42,Y,35,N,0,0,0,0,0,N,1399
1997,0,SK,N,RIVERVALE ST,80,137,80,17,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1400
1988,0,SGN,N,SERANGOON NTH AVE 2,56,137,0,13,Y,0,N,0,51,0,N,5,N,0,0,0,0,0,N,1401
1987,0,TAP,N,SIMEI ST 1,100,137,0,11,Y,0,N,0,36,0,N,64,N,0,0,0,0,0,N,1402
2006,0,TAP,N,TAMPINES ST 11,0,137,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,1403
1989,0,CCK,N,TECK WHYE LANE,39,137,0,6,Y,0,N,0,21,0,Y,18,N,0,0,0,0,0,N,1404
1984,0,YS,N,YISHUN RING RD,200,137,0,12,Y,0,N,0,2,131,Y,67,Y,0,0,0,0,0,N,1405
1993,0,PRC,N,PASIR RIS ST 11,0,137A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1406
1983,0,TAP,N,TAMPINES ST 11,0,137A,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1407
1983,0,TAP,N,TAMPINES ST 11,0,137B,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1408
1983,0,TAP,N,TAMPINES ST 11,0,137C,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1409
1983,0,TAP,N,TAMPINES ST 11,0,137D,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1410
1986,0,BD,N,BEDOK RESERVOIR RD,32,138,0,4,Y,0,N,0,0,16,N,16,N,0,0,0,0,0,N,1411
1977,0,BD,N,BEDOK NTH ST 2,239,138,2,12,Y,0,N,0,1,213,N,22,Y,0,0,0,0,1,N,1412
1986,0,BH,N,BISHAN ST 12,105,138,0,9,Y,0,N,0,53,0,N,52,Y,0,0,0,0,0,N,1413
1983,0,BB,N,BT BATOK WEST AVE 6,131,138,1,12,Y,0,N,0,0,108,N,22,Y,0,0,0,0,0,N,1414
2002,0,PG,N,EDGEDALE PLAINS,160,138,0,17,Y,0,N,0,96,0,N,64,N,0,0,0,0,0,N,1415
1975,0,BM,N,JLN BT MERAH,88,138,0,10,Y,0,N,0,2,85,N,0,N,0,0,0,0,1,N,1416
2012,0,TP,Y,LOR 1A TOA PAYOH,0,138,0,7,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,1417
1984,0,HG,N,LOR AH SOO,120,138,0,13,Y,0,N,0,24,0,Y,96,Y,0,0,0,0,0,N,1418
1984,0,WL,N,MARSILING RD,55,138,45,12,Y,0,N,0,10,0,N,0,N,0,0,0,0,0,N,1419
1993,0,PRC,N,PASIR RIS ST 11,50,138,0,11,Y,0,N,0,38,0,Y,12,N,0,0,0,0,0,N,1420
1988,0,BP,N,PETIR RD,32,138,32,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1421
1983,0,TP,N,POTONG PASIR AVE 3,32,138,0,4,Y,0,N,0,0,0,N,32,N,0,0,0,0,0,N,1422
1997,0,SK,N,RIVERVALE ST,63,138,63,17,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1423
1988,0,SGN,N,SERANGOON NTH AVE 2,22,138,22,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1424
1987,0,TAP,N,SIMEI ST 1,80,138,0,11,Y,0,N,0,36,0,N,44,Y,0,0,0,0,0,N,1425
1983,0,TAP,N,TAMPINES ST 11,83,138,3,4,Y,0,N,0,0,80,Y,0,N,0,0,0,0,0,N,1426
1989,0,CCK,N,TECK WHYE LANE,0,138,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1427
1984,0,YS,N,YISHUN RING RD,110,138,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,1428
2014,0,JW,Y,YUAN CHING RD,0,138,0,7,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1429
2012,0,TP,N,LOR 1A TOA PAYOH,246,138A,0,42,Y,0,N,0,164,19,N,63,N,0,0,0,0,0,N,1430
2014,0,JW,N,YUAN CHING RD,172,138A,0,22,Y,0,N,0,65,21,N,86,N,0,0,0,0,0,N,1431
2012,0,TP,N,LOR 1A TOA PAYOH,237,138B,0,40,Y,0,N,0,158,19,N,60,N,0,0,0,0,0,N,1432
2014,0,JW,N,YUAN CHING RD,170,138B,0,22,Y,0,N,0,64,42,N,64,Y,0,0,0,0,0,N,1433
2012,0,TP,N,LOR 1A TOA PAYOH,237,138C,0,40,Y,0,N,0,158,19,N,60,N,0,0,0,0,0,N,1434
2014,0,JW,N,YUAN CHING RD,172,138C,0,22,Y,0,N,0,65,42,N,65,N,0,0,0,0,0,N,1435
2014,0,JW,N,YUAN CHING RD,168,138D,0,22,Y,0,N,0,64,40,N,64,N,0,0,0,0,0,N,1436
1986,0,BD,N,BEDOK RESERVOIR RD,108,139,0,10,Y,0,N,0,0,72,N,36,N,0,0,0,0,0,N,1437
1978,0,BD,N,BEDOK NTH AVE 3,96,139,0,13,Y,0,N,0,78,0,N,18,N,0,0,0,0,0,N,1438
1987,0,BH,N,BISHAN ST 12,16,139,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,1439
1983,0,BB,N,BT BATOK WEST AVE 6,64,139,0,4,Y,0,N,0,0,56,N,8,N,0,0,0,0,0,N,1440
1995,0,BM,N,JLN BT MERAH,102,139,0,15,Y,0,N,0,28,0,N,74,N,0,0,0,0,0,N,1441
2012,0,TP,N,LOR 1A TOA PAYOH,0,139,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1442
1984,0,HG,N,LOR AH SOO,96,139,0,13,Y,0,N,0,24,0,N,72,N,0,0,0,0,0,N,1443
1984,0,WL,N,MARSILING RD,52,139,42,11,Y,0,N,0,10,0,N,0,N,0,0,0,0,0,N,1444
1993,0,PRC,N,PASIR RIS ST 11,72,139,0,11,Y,0,N,0,53,0,N,19,N,0,0,0,0,0,N,1445
1987,0,BP,N,PETIR RD,132,139,0,12,Y,0,N,0,0,66,N,66,Y,0,0,0,0,0,N,1446
1984,0,TP,N,POTONG PASIR AVE 3,156,139,0,17,Y,0,N,0,8,80,N,68,Y,0,0,0,0,0,N,1447
1997,0,SK,N,RIVERVALE ST,63,139,63,17,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1448
1988,0,SGN,N,SERANGOON NTH AVE 2,84,139,0,13,Y,0,N,0,24,0,N,60,N,0,0,0,0,0,N,1449
1987,0,TAP,N,SIMEI ST 1,60,139,0,4,Y,0,N,0,0,38,Y,22,N,0,0,0,0,0,N,1450
1983,0,TAP,N,TAMPINES ST 11,96,139,2,4,Y,0,N,0,0,94,Y,0,N,0,0,0,0,0,N,1451
1989,0,CCK,N,TECK WHYE LANE,0,139,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1452
1984,0,YS,N,YISHUN RING RD,132,139,0,12,Y,0,N,0,0,66,N,66,N,0,0,0,0,0,N,1453
2014,0,JW,N,YUAN CHING RD,0,139,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1454
2012,0,TP,N,LOR 1A TOA PAYOH,237,139A,0,40,Y,0,N,0,158,19,N,60,N,0,0,0,0,0,N,1455
2012,0,TP,N,LOR 1A TOA PAYOH,246,139B,0,42,Y,0,N,0,164,19,N,63,Y,0,0,0,0,0,N,1456
1974,0,KWN,N,BEACH RD,0,14,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1457
1994,0,BD,N,BEDOK STH AVE 2,95,14,0,24,Y,0,N,0,95,0,N,0,N,0,0,0,0,0,N,1458
1977,0,QT,N,DOVER CL EAST,96,14,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,1459
1976,0,GL,N,EUNOS CRES,90,14,0,16,Y,0,N,0,78,0,N,12,N,0,0,0,0,0,N,1460
2002,0,KWN,N,FARRER PK RD,0,14,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1461
1976,0,QT,N,GHIM MOH RD,96,14,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,1462
2010,0,GL,N,HAIG RD,0,14,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,1463
1995,0,BM,N,JLN BT MERAH,86,14,0,25,Y,0,N,0,38,0,N,48,N,0,0,0,0,0,N,1464
1983,0,TP,N,JOO SENG RD,72,14,0,19,Y,0,N,0,54,0,Y,18,Y,0,0,0,0,0,N,1465
1964,0,KWN,N,KG ARANG RD,131,14,0,12,Y,0,N,0,1,86,N,44,Y,0,0,0,0,0,N,1466
1997,0,TP,N,LOR 7 TOA PAYOH,96,14,0,25,Y,0,N,0,28,0,N,68,Y,0,0,0,0,0,N,1467
1974,0,MP,N,MARINE TER,96,14,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,1468
1961,0,GL,N,MERPATI RD,120,14,0,10,Y,0,N,0,0,0,N,0,N,0,120,0,0,0,N,1469
1958,0,GL,N,OLD AIRPORT RD,56,14,0,7,Y,0,N,0,0,0,N,0,N,0,28,0,0,28,N,1470
1984,0,KWN,N,ST. GEORGE'S RD,150,14,2,12,Y,0,N,0,2,123,Y,22,Y,0,0,0,0,1,N,1471
1963,0,BM,N,TAMAN HO SWEE,81,14,0,9,Y,0,N,0,0,72,N,0,N,0,0,9,0,0,N,1472
1978,0,CCK,N,TECK WHYE LANE,96,14,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,1473
1998,0,BM,N,TELOK BLANGAH CRES,74,14,0,13,Y,0,N,0,49,0,N,25,N,0,0,0,0,0,N,1474
1987,0,BT,N,TOH YI DR,96,14,0,13,Y,0,N,0,42,0,N,54,N,0,0,0,0,0,N,1475
1997,0,KWN,N,UPP BOON KENG RD,87,14,0,20,Y,0,N,0,57,0,N,30,N,0,0,0,0,0,N,1476
2002,0,KWN,Y,FARRER PK RD,0,14A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1477
2006,0,QT,N,GHIM MOH RD,0,14A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1478
2001,0,KWN,Y,KG ARANG RD,0,14A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1479
1997,0,TP,N,LOR 7 TOA PAYOH,117,14A,0,25,Y,0,N,0,96,0,N,21,Y,0,0,0,0,0,N,1480
1998,0,BM,N,TELOK BLANGAH CRES,75,14A,0,13,Y,0,N,0,24,0,N,51,N,0,0,0,0,0,N,1481
1997,0,KWN,N,UPP BOON KENG RD,117,14A,0,20,Y,0,N,0,57,0,N,60,Y,0,0,0,0,0,N,1482
1996,0,TP,N,LOR 7 TOA PAYOH,96,14B,0,25,Y,0,N,0,28,0,N,68,Y,0,0,0,0,0,N,1483
1986,0,BD,N,BEDOK RESERVOIR RD,96,140,0,13,Y,0,N,0,42,0,N,54,N,0,0,0,0,0,N,1484
1997,0,BD,N,BEDOK NTH ST 2,140,140,0,17,Y,0,N,0,140,0,N,0,Y,0,0,0,0,0,N,1485
1987,0,BH,N,BISHAN ST 12,96,140,0,9,Y,0,N,0,40,0,N,56,Y,0,0,0,0,0,N,1486
1984,0,BB,N,BT BATOK ST 11,80,140,80,17,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1487
2018,0,JW,Y,CORPORATION DR,0,140,0,5,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,1488
1978,0,BM,N,JLN BT MERAH,96,140,0,25,Y,0,N,0,96,0,Y,0,N,0,0,0,0,0,N,1489
1984,0,HG,N,LOR AH SOO,96,140,0,13,Y,0,N,0,78,0,N,18,N,0,0,0,0,0,N,1490
1984,0,WL,N,MARSILING RD,16,140,0,4,Y,0,N,0,0,0,N,16,N,0,0,0,0,0,N,1491
1993,0,PRC,N,PASIR RIS ST 11,72,140,0,11,Y,0,N,0,53,0,N,19,Y,0,0,0,0,0,N,1492
1987,0,BP,N,PETIR RD,72,140,0,9,Y,0,N,0,28,0,Y,44,Y,0,0,0,0,0,N,1493
1984,0,TP,N,POTONG PASIR AVE 3,122,140,0,16,Y,0,N,0,7,75,N,40,N,0,0,0,0,0,N,1494
1997,0,SK,N,RIVERVALE ST,128,140,0,17,Y,0,N,0,0,0,N,128,Y,0,0,0,0,0,N,1495
1988,0,SGN,N,SERANGOON NTH AVE 2,108,140,0,13,Y,0,N,0,24,0,N,84,Y,0,0,0,0,0,N,1496
1984,0,TAP,N,TAMPINES ST 12,114,140,0,9,Y,0,N,0,0,0,N,114,Y,0,0,0,0,0,N,1497
1992,0,CCK,N,TECK WHYE LANE,0,140,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1498
1984,0,YS,N,YISHUN RING RD,110,140,0,12,Y,0,N,0,0,66,Y,44,N,0,0,0,0,0,N,1499
2018,0,JW,N,CORPORATION DR,131,140A,0,19,Y,0,N,0,0,36,N,69,N,0,0,26,0,0,N,1500
2018,0,JW,N,CORPORATION DR,186,140B,0,17,Y,0,N,0,0,31,N,61,N,0,0,94,0,0,N,1501
2018,0,JW,N,CORPORATION DR,192,140C,0,17,Y,0,N,0,0,32,N,64,Y,0,0,96,0,0,N,1502
2018,0,JW,N,CORPORATION DR,132,140D,0,19,Y,0,N,0,0,36,N,72,N,0,0,24,0,0,N,1503
1986,0,BD,N,BEDOK RESERVOIR RD,120,141,0,13,Y,0,N,0,42,0,N,78,Y,0,0,0,0,0,N,1504
1987,0,BP,N,PETIR RD,24,144,24,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1567
1987,0,BH,N,BISHAN ST 12,96,141,0,13,Y,0,N,0,54,0,N,42,N,0,0,0,0,0,N,1505
1984,0,BB,N,BT BATOK ST 11,80,141,80,17,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1506
2018,0,JW,N,CORPORATION DR,0,141,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1507
1978,0,BM,N,JLN BT MERAH,212,141,3,11,Y,0,N,0,2,188,Y,19,Y,0,0,0,0,0,N,1508
1984,0,HG,N,LOR AH SOO,80,141,80,13,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,1509
1999,0,TP,N,LOR 2 TOA PAYOH,173,141,0,30,Y,0,N,0,58,0,N,115,Y,0,0,0,0,0,N,1510
1984,0,WL,N,MARSILING RD,52,141,35,10,Y,0,N,0,17,0,N,0,N,0,0,0,0,0,N,1511
1993,0,PRC,N,PASIR RIS ST 11,50,141,0,11,Y,0,N,0,38,0,N,12,N,0,0,0,0,0,N,1512
1988,0,BP,N,PETIR RD,72,141,0,9,Y,0,N,0,28,0,N,44,Y,0,0,0,0,0,N,1513
1983,0,TP,N,POTONG PASIR AVE 3,32,141,0,4,Y,0,N,0,0,0,N,32,N,0,0,0,0,0,N,1514
1997,0,SK,N,RIVERVALE ST,119,141,0,16,Y,0,N,0,60,0,N,59,N,0,0,0,0,0,N,1515
1988,0,SGN,N,SERANGOON NTH AVE 2,120,141,0,13,Y,0,N,0,24,0,N,96,Y,0,0,0,0,0,N,1516
1988,0,TAP,N,SIMEI ST 2,120,141,0,11,Y,0,N,0,52,0,N,68,Y,0,0,0,0,0,N,1517
1983,0,TAP,N,TAMPINES ST 12,120,141,0,11,Y,0,N,0,0,0,N,120,N,0,0,0,0,0,N,1518
1989,0,CCK,N,TECK WHYE LANE,66,141,0,13,Y,0,N,0,33,0,Y,33,N,0,0,0,0,0,N,1519
1984,0,YS,N,YISHUN RING RD,109,141,0,12,Y,0,N,0,1,63,N,44,Y,0,0,0,0,1,N,1520
1999,0,TP,Y,LOR 2 TOA PAYOH,0,141A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1521
1995,0,SGN,Y,SERANGOON NTH AVE 1,0,141A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1522
1986,0,BD,N,BEDOK RESERVOIR RD,148,142,0,13,Y,0,N,0,60,0,N,88,N,0,0,0,0,0,N,1523
1987,0,BH,N,BISHAN ST 12,96,142,0,13,Y,0,N,0,54,0,N,42,N,0,0,0,0,0,N,1524
1984,0,BB,N,BT BATOK ST 11,80,142,80,17,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1525
1978,0,BM,N,JLN BT MERAH,144,142,0,13,Y,0,N,0,0,120,Y,24,Y,0,0,0,0,0,N,1526
1999,0,TP,N,LOR 2 TOA PAYOH,173,142,0,30,Y,0,N,0,58,0,N,115,N,0,0,0,0,0,N,1527
1984,0,HG,N,LOR AH SOO,128,142,0,13,Y,0,N,0,12,8,Y,108,N,0,0,0,0,0,N,1528
1984,0,WL,N,MARSILING RD,56,142,38,10,Y,0,N,0,18,0,N,0,N,0,0,0,0,0,N,1529
1993,0,PRC,N,PASIR RIS ST 11,129,142,0,10,Y,0,N,0,18,0,N,90,N,0,0,21,0,0,N,1530
1987,0,BP,N,PETIR RD,132,142,0,12,Y,0,N,0,0,66,N,66,N,0,0,0,0,0,N,1531
1984,0,TP,N,POTONG PASIR AVE 3,159,142,0,18,Y,0,N,0,9,82,N,68,Y,0,0,0,0,0,N,1532
1998,0,SK,N,RIVERVALE CRES,123,142,0,16,Y,0,N,0,91,0,N,32,N,0,0,0,0,0,N,1533
1986,0,SGN,N,SERANGOON NTH AVE 1,60,142,60,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1534
1987,0,TAP,N,SIMEI ST 2,80,142,0,11,Y,0,N,0,46,0,N,34,N,0,0,0,0,0,N,1535
1983,0,TAP,N,TAMPINES ST 12,80,142,0,11,Y,0,N,0,68,0,Y,12,N,0,0,0,0,0,N,1536
1989,0,CCK,N,TECK WHYE LANE,56,142,0,13,Y,0,N,0,27,0,Y,29,N,0,0,0,0,0,N,1537
1984,0,YS,N,YISHUN RING RD,110,142,0,12,Y,0,N,0,0,66,N,44,Y,0,0,0,0,0,N,1538
1999,0,TP,N,LOR 2 TOA PAYOH,0,142A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1539
1993,0,PRC,Y,PASIR RIS ST 11,0,142A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1540
1998,0,SK,Y,RIVERVALE DR,0,142A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,1541
1993,0,PRC,N,PASIR RIS ST 11,0,142B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1542
1986,0,BD,N,BEDOK RESERVOIR RD,47,143,0,4,Y,0,N,0,1,30,N,16,N,0,0,0,0,0,N,1543
1987,0,BH,N,BISHAN ST 12,16,143,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,1544
1983,0,BB,N,BT BATOK ST 11,31,143,0,4,Y,0,N,0,1,22,N,8,N,0,0,0,0,0,N,1545
1981,0,BM,N,JLN BT MERAH,96,143,0,25,Y,0,N,0,96,0,Y,0,N,0,0,0,0,0,N,1546
2000,0,TP,N,LOR 2 TOA PAYOH,183,143,0,30,Y,0,N,0,76,0,N,107,N,0,0,0,0,0,N,1547
1984,0,HG,N,LOR AH SOO,96,143,0,13,Y,0,N,0,12,0,N,84,Y,0,0,0,0,0,N,1548
1984,0,WL,N,MARSILING RD,16,143,0,4,Y,0,N,0,0,0,N,16,N,0,0,0,0,0,N,1549
1993,0,QT,N,MEI LING ST,75,143,0,13,Y,0,N,0,36,0,N,39,Y,0,0,0,0,0,N,1550
1993,0,PRC,N,PASIR RIS ST 11,78,143,0,11,Y,0,N,0,37,0,N,41,N,0,0,0,0,0,N,1551
1987,0,BP,N,PETIR RD,132,143,0,12,Y,0,N,0,0,66,N,66,N,0,0,0,0,0,N,1552
1983,0,TP,N,POTONG PASIR AVE 2,156,143,0,17,Y,0,N,0,8,80,Y,68,Y,0,0,0,0,0,N,1553
1998,0,SK,N,RIVERVALE DR,96,143,96,17,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,1554
1986,0,SGN,N,SERANGOON NTH AVE 1,120,143,0,13,Y,0,N,0,42,0,N,78,N,0,0,0,0,0,N,1555
1983,0,TAP,N,TAMPINES ST 12,80,143,0,11,Y,0,N,0,68,0,Y,12,N,0,0,0,0,0,N,1556
1988,0,CCK,N,TECK WHYE LANE,0,143,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,1557
1984,0,YS,N,YISHUN RING RD,32,143,0,4,Y,0,N,0,0,24,N,8,N,0,0,0,0,0,N,1558
1999,0,SK,N,RIVERVALE DR,0,143A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,1559
1986,0,BD,N,BEDOK RESERVOIR RD,48,144,0,4,Y,0,N,0,0,32,N,16,N,0,0,0,0,0,N,1560
