street,x,project,y,marketSegment,transaction.area,transaction.floorRange,transaction.noOfUnits,transaction.contractDate,transaction.typeOfSale,transaction.price,transaction.propertyType,transaction.district,transaction.typeOfArea,transaction.tenure,transaction.nettPrice
BEACH ROAD,31220.91906,CITY GATE,31632.51122,RCR,70,11-15,1,0621,3,1385000,Apartment,07,Strata,99 yrs lease commencing from 2014,
BEACH ROAD,31220.91906,CITY GATE,31632.51122,RCR,52,16-20,1,0721,3,1032000,Apartment,07,Strata,99 yrs lease commencing from 2014,
BEACH ROAD,31220.91906,CITY GATE,31632.51122,RCR,70,16-20,1,0421,3,1400018,Apartment,07,Strata,99 yrs lease commencing from 2014,
BEACH ROAD,31220.91906,CITY GATE,31632.51122,RCR,85,06-10,1,0522,3,1740000,Apartment,07,Strata,99 yrs lease commencing from 2014,
BEACH ROAD,31220.91906,CITY GATE,31632.51122,RCR,63,26-30,1,0322,3,1400000,Apartment,07,Strata,99 yrs lease commencing from 2014,
BEACH ROAD,31220.91906,CITY GATE,31632.51122,RCR,42,26-30,1,0222,3,905000,Apartment,07,Strata,99 yrs lease commencing from 2014,
BEACH ROAD,31220.91906,CITY GATE,31632.51122,RCR,40,21-25,1,0721,3,840000,Apartment,07,Strata,99 yrs lease commencing from 2014,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,155,01-05,1,1017,3,1399988,Apartment,05,Strata,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,195.3,-,1,0719,3,3025000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,155,01-05,1,1118,3,1230000,Apartment,05,Strata,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,203.8,-,1,0720,3,3200000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,196.7,-,1,0820,3,3025000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,413.2,-,1,0618,3,6300000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,657.3,-,1,1219,3,6368000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,376.7,-,1,1120,3,4920000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,199.8,-,1,0121,3,3319000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,431.3,-,1,0121,3,6100000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,441.9,-,1,0121,3,5250000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,282.8,-,1,1121,3,4300000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,195.3,-,1,0721,3,3580000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,305.3,-,1,0822,3,4800000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,202.3,-,1,0422,3,3480000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,361.3,-,1,1221,3,5200000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,413.2,-,1,1121,3,6800000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,543.5,-,1,1021,3,5688800,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,681.3,-,1,0722,3,8800000,Semi-detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,194.9,-,1,0422,3,3800000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,204.2,-,1,0822,3,3730000,Terrace,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,840.4,-,1,0321,3,10250000,Detached,05,Land,Freehold,
FABER AVENUE,19758.61841,FABER HILLS,33430.38236,OCR,753.5,-,1,0821,3,10000000,Detached,05,Land,Freehold,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0518,3,3300000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0418,3,3150000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,244,01-05,1,0818,3,4688000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,219,06-10,1,1117,3,3750000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0318,3,3650000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,219,01-05,1,1017,3,2950000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,269,06-10,1,0819,3,4750000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,0518,3,3800000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,244,01-05,1,0720,3,3438000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,244,01-05,1,0820,3,3600000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,191,01-05,1,0620,3,3300000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,1017,3,3350000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,323,06-10,1,1117,3,5020000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,232,06-10,1,0518,3,4744300,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,444,06-10,1,0519,3,6520000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,1020,3,3000000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,288,01-05,1,1218,3,5530000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,444,06-10,1,1020,3,5300000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,219,06-10,1,1020,3,3400000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,217,01-05,1,1120,3,3550000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,178,06-10,1,1120,3,3060000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,244,01-05,1,0820,3,3850000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0221,3,2950000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,323,06-10,1,1120,3,4430000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,0521,3,3325000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,243,01-05,1,0321,3,3550000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,244,01-05,1,0221,3,4200000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,0421,3,3088000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,217,01-05,1,1021,3,3780000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,323,06-10,1,1221,3,4800000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,217,01-05,1,0321,3,3620000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0621,3,3208000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,178,06-10,1,0521,3,3100000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,1121,3,3520000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,376,06-10,1,0721,3,5250000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,272,01-05,1,0322,3,4000000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,312,06-10,1,0521,3,4500000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,0921,3,3380000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,217,01-05,1,0822,3,4060000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,0822,3,3580000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,269,01-05,1,0521,3,4315000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,329,06-10,1,1221,3,4700000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,0521,3,3450000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,06-10,1,0821,3,3350000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,191,01-05,1,0422,3,3350000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0521,3,3130000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0421,3,3150000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,193,01-05,1,0322,3,3430000,Condominium,04,Strata,99 yrs lease commencing from 2006,
OCEAN DRIVE,29138.21001,THE COAST AT SENTOSA COVE,25323.25071,CCR,188,01-05,1,0722,3,3620000,Condominium,04,Strata,99 yrs lease commencing from 2006,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,107,01-05,1,0919,3,1360000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,103,01-05,1,0319,3,1380000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,87,01-05,1,0917,3,1175000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,89,01-05,1,0318,3,1280000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,89,01-05,1,0818,3,1290000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,47,01-05,1,0620,3,660000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,105,01-05,1,1220,3,1320000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,47,01-05,1,1220,3,743888,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,94,01-05,1,0221,3,1280000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,106,01-05,1,0621,3,1400000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,47,01-05,1,0721,3,705000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,87,01-05,1,0921,3,1290000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,89,01-05,1,1121,3,1355000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,87,01-05,1,0422,3,1340000,Condominium,05,Strata,Freehold,
PASIR PANJANG ROAD,21404.7092,THE FOLIAGE,30380.06291,RCR,89,01-05,1,1121,3,1370000,Condominium,05,Strata,Freehold,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,151,61-65,1,0319,3,3380000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,249,11-15,1,1119,3,4680000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,148,11-15,1,0118,3,3280000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,151,36-40,1,0819,3,3030000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,249,26-30,1,1020,3,5150000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,249,11-15,1,0121,3,4800000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,192,31-35,1,0821,3,3980000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,190,11-15,1,0921,3,4000000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,148,21-25,1,0821,3,2868000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,150,11-15,1,0322,3,2850000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,151,36-40,1,0222,3,3100000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,250,56-60,1,0822,3,5000000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,249,26-30,1,0822,3,5650000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,150,21-25,1,0322,3,3100000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,249,31-35,1,1121,3,5900000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,151,41-45,1,0522,3,3150000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,148,46-50,1,0322,3,3100000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,190,31-35,1,1021,3,3800000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,151,41-45,1,1221,3,3100000,Condominium,01,Strata,99 yrs lease commencing from 2007,
CENTRAL BOULEVARD,30095.03618,MARINA BAY SUITES,29199.57054,CCR,150,16-20,1,0321,3,3000000,Condominium,01,Strata,99 yrs lease commencing from 2007,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,81,31-35,1,1117,1,1783000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,21-25,1,0418,3,1320000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,78,31-35,1,1117,1,1680000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,78,31-35,1,1117,1,1732000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,69,16-20,1,0418,3,1620000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,104,31-35,1,1017,1,2060000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,21-25,1,0319,3,1268000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,41,16-20,1,0118,2,1030000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,62,06-10,1,0818,3,1400000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,21-25,1,0418,3,1298000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,52,11-15,1,0818,3,1218000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,11-15,1,0418,3,1240000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,16-20,1,0718,3,1260000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,43,06-10,1,0418,3,990000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,69,21-25,1,0320,3,1600000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,06-10,1,1019,3,1233000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,41,26-30,1,0820,3,1105000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,69,16-20,1,0620,3,1500000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,41,21-25,1,0119,3,1080000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,117,36-40,1,0921,3,2080000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,69,16-20,1,0521,3,1500000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,42,06-10,1,0221,3,990000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,62,11-15,1,0621,3,1240000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,16-20,1,0421,3,1238000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,42,21-25,1,1221,3,1085000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,42,11-15,1,0721,3,993000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,41,26-30,1,0821,3,1078000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,96,31-35,1,0422,3,2000000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,94,26-30,1,0522,3,2160000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,54,16-20,1,0921,3,1255000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,50,11-15,1,1021,3,1108000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,69,21-25,1,0422,3,1650000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,117,36-40,1,0921,3,2185000,Apartment,02,Strata,Freehold,
SPOTTISWOODE PARK ROAD,28465.5867,SPOTTISWOODE SUITES,28723.00077,RCR,101,01-05,1,0721,3,1708000,Apartment,02,Strata,Freehold,
CORAL ISLAND,29391.38351,SENTOSA COVE,26029.33035,CCR,1048.4,-,1,0917,3,20000000,Detached,04,Land,99 yrs lease commencing from 2006,
CORAL ISLAND,29391.38351,SENTOSA COVE,26029.33035,CCR,778.9,-,1,0721,3,20000000,Detached,04,Land,99 yrs lease commencing from 2006,
CORAL ISLAND,29391.38351,SENTOSA COVE,26029.33035,CCR,697.8,-,1,0521,3,10300000,Detached,04,Land,99 yrs lease commencing from 2005,
CORAL ISLAND,29391.38351,SENTOSA COVE,26029.33035,CCR,786.9,-,1,0721,3,14800000,Detached,04,Land,99 yrs lease commencing from 2006,
CORAL ISLAND,29391.38351,SENTOSA COVE,26029.33035,CCR,801.9,-,1,0122,3,14300000,Detached,04,Land,99 yrs lease commencing from 2006,
CORAL ISLAND,29391.38351,SENTOSA COVE,26029.33035,CCR,1061.9,-,1,0622,3,22000000,Detached,04,Land,99 yrs lease commencing from 2007,
CORAL ISLAND,29391.38351,SENTOSA COVE,26029.33035,CCR,726.3,-,1,0821,3,10100000,Detached,04,Land,99 yrs lease commencing from 2005,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,77,06-10,1,0917,3,1335000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,68,06-10,1,1217,3,1075000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,116,01-05,1,0917,3,1688000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,116,01-05,1,0917,3,1660000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,118,01-05,1,1217,3,1780000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,83,01-05,1,1019,3,1370000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,77,01-05,1,0619,3,1230000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,82,01-05,1,1117,3,1300000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,67,01-05,1,0819,3,1125000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,68,06-10,1,0119,3,1100000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,82,06-10,1,0619,3,1350000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,76,01-05,1,0919,3,1210000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,103,01-05,1,0820,3,1650000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,109,01-05,1,1019,3,1708000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,118,01-05,1,0920,3,1845000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,80,06-10,1,0122,3,1400000,Apartment,04,Strata,Freehold,
TELOK BLANGAH ROAD,26839.65754,HARBOURLIGHTS,27675.30517,RCR,71,01-05,1,0521,3,1320000,Apartment,04,Strata,Freehold,
