street,x,project,y,marketSegment,transaction.area,transaction.floorRange,transaction.noOfUnits,transaction.contractDate,transaction.typeOfSale,transaction.price,transaction.propertyType,transaction.district,transaction.typeOfArea,transaction.tenure,transaction.nettPrice
ZEHNDER ROAD,22734.9253,LANDED HOUSING DEVELOPMENT,29502.42071,RCR,524.3,-,1,0220,3,5500000,Semi-detached,05,Land,Freehold,
ZEHNDER ROAD,22734.9253,LANDED HOUSING DEVELOPMENT,29502.42071,RCR,308,-,1,0918,3,5000000,Semi-detached,05,Land,Freehold,
ZEHNDER ROAD,22734.9253,LANDED HOUSING DEVELOPMENT,29502.42071,RCR,314,-,1,0618,3,4750000,Semi-detached,05,Land,Freehold,
ZEHNDER ROAD,22734.9253,LANDED HOUSING DEVELOPMENT,29502.42071,RCR,308,-,1,0921,3,5200000,Semi-detached,05,Land,Freehold,
NEO PEE TECK LANE,20914.1988965525,LANDED HOUSING DEVELOPMENT,30589.1070785135,RCR,159.3,-,1,0320,3,2630000,Terrace,05,Land,Freehold,
NEO PEE TECK LANE,20914.1988965525,LANDED HOUSING DEVELOPMENT,30589.1070785135,RCR,257,-,1,0522,3,4600000,Terrace,05,Land,Freehold,
NEO PEE TECK LANE,20914.1988965525,LANDED HOUSING DEVELOPMENT,30589.1070785135,RCR,186,-,1,0321,3,1880000,Strata Terrace,05,Strata,Freehold,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,223,01-05,1,0118,3,3580000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,224,01-05,1,0318,3,3600000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,226,01-05,1,0219,3,3450000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0718,3,3100000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,224,01-05,1,1117,3,3700000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0220,3,2800000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,226,01-05,1,0118,3,3590000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,348,06-10,1,0918,3,4400000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,1020,3,3180000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,226,01-05,1,0920,3,3400000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,223,01-05,1,0221,3,2800000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0521,3,3207910,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,195,01-05,1,1121,3,3145820,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0421,3,2892370,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,226,01-05,1,0721,3,4139770,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,240,01-05,1,0521,3,4080000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0421,3,2849590,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,1021,3,3228150,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,199,01-05,1,0921,3,3083590,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,195,01-05,1,0921,3,3157910,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0921,3,3177660,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,200,01-05,1,1221,3,3450000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0521,3,3178150,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,196,01-05,1,0921,3,2852170,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,226,01-05,1,0122,3,4169770,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,224,01-05,1,0522,3,4068160,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0721,3,3240240,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,195,01-05,1,0721,3,3125000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,224,01-05,1,0421,3,3307590,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0421,3,3207000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,199,01-05,1,0122,3,3108150,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,199,01-05,1,1121,3,3140000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,290,06-10,1,0222,3,4448210,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,225,01-05,1,0322,3,4127920,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,282,01-05,1,0822,3,4650000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,223,01-05,1,0422,3,4049560,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0521,3,2793790,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,201,01-05,1,0721,3,3282310,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,224,01-05,1,0421,3,3350370,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,347,06-10,1,0521,3,4702500,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,194,01-05,1,0521,3,2741000,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,199,01-05,1,0122,3,3071880,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,224,01-05,1,0322,3,3254850,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,224,01-05,1,0422,3,3254850,Condominium,04,Strata,99 yrs lease commencing from 2007,
COVE DRIVE,28382.47067,TURQUOISE,25008.33592,CCR,203,01-05,1,0421,3,3500000,Condominium,04,Strata,99 yrs lease commencing from 2007,
BUKIT TERESA ROAD,27107.06887,LANDED HOUSING DEVELOPMENT,28646.22183,RCR,178.3,-,1,0917,3,2838000,Terrace,04,Land,Freehold,
BUKIT TERESA ROAD,27107.06887,LANDED HOUSING DEVELOPMENT,28646.22183,RCR,435.2,-,3,0418,3,8500000,Detached,04,Land,Freehold,
BUKIT TERESA ROAD,27107.06887,LANDED HOUSING DEVELOPMENT,28646.22183,RCR,456.9,-,3,0418,3,8500000,Detached,04,Land,Freehold,
BUKIT TERESA ROAD,27107.06887,LANDED HOUSING DEVELOPMENT,28646.22183,RCR,178.3,-,1,0917,3,2838000,Terrace,04,Land,Freehold,
BUKIT TERESA ROAD,27107.06887,LANDED HOUSING DEVELOPMENT,28646.22183,RCR,435.2,-,3,0418,3,8500000,Detached,04,Land,Freehold,
BUKIT TERESA ROAD,27107.06887,LANDED HOUSING DEVELOPMENT,28646.22183,RCR,456.9,-,3,0418,3,8500000,Detached,04,Land,Freehold,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,26-30,1,1117,1,1477700,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,21-25,1,0218,1,1896300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,21-25,1,0418,1,1974000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,21-25,1,0917,1,1799999,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,16-20,1,0518,1,1957300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0418,1,1734500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,26-30,1,0418,1,2176600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,21-25,1,0418,1,2142900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,26-30,1,1117,1,1592300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,21-25,1,0118,1,2026000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,21-25,1,0518,1,2374800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,06-10,1,0218,1,1786200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,26-30,1,0118,1,1599600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,31-35,1,0518,1,2036200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,06-10,1,1217,1,1887900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,16-20,1,1017,1,1754100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,01-05,1,1217,1,1879800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0318,1,1657000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,26-30,1,0518,1,2202000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,11-15,1,1117,1,1961000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,06-10,1,0218,1,2175600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,26-30,1,0418,1,2444500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,01-05,1,0318,1,1840500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,16-20,1,1218,1,2324200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,16-20,1,0718,1,1778500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,31-35,1,0418,1,1589300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,11-15,1,0518,1,1915500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,16-20,1,1117,1,1977300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0719,1,1691000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,21-25,1,0218,1,1950000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0418,1,1674100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,31-35,1,1017,1,1541400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,36-40,1,0918,1,2289900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,21-25,1,0618,1,1990700,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,11-15,1,1117,1,1834600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,11-15,1,0618,1,2315800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,26-30,1,1117,1,1937300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,36-40,1,0719,1,2110000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,240,41-45,1,0218,1,4608700,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,31-35,1,0718,1,1597900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,31-35,1,0218,1,2137600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,06-10,1,1017,1,1825100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,41-45,1,1219,1,2353000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,16-20,1,0218,1,1938200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,240,36-40,1,0419,1,4637000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,16-20,1,1117,1,1969100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,31-35,1,1217,1,2168100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0818,1,1717500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,16-20,1,0218,1,2248300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,16-20,1,1117,1,1762200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,31-35,1,0618,1,1979900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,31-35,1,0418,1,2046800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,31-35,1,0419,1,1619700,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,26-30,1,0218,1,1618300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,31-35,1,0118,1,1947500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0518,1,1703800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0318,1,1666600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,21-25,1,0518,1,2037800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,11-15,1,0318,1,1897800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,06-10,1,0418,1,2265100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0318,1,1678300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,26-30,1,1117,1,1929100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,21-25,1,0218,1,1399999,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0718,1,1703800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,41-45,1,0518,1,2310900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,31-35,1,0518,1,1606400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,36-40,1,0120,1,1663000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,31-35,1,0120,1,2052400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,11-15,1,0118,1,1899999,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,06-10,1,0318,1,1873800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,31-35,1,0518,1,1587300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,06-10,1,1118,1,2248200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,06-10,1,0118,1,2159400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,26-30,1,0218,1,2109200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,240,36-40,1,0619,1,4668500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,26-30,1,0719,1,2105400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,41-45,1,0819,1,1763800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,41-45,1,0218,1,2249300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,21-25,1,0319,1,2436000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,26-30,1,0518,1,2159700,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,31-35,1,0718,1,2237400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,21-25,1,0218,1,1802900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,26-30,1,1118,1,2151300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,26-30,1,1017,1,1526999,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,36-40,1,1019,1,2063100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0518,1,1686700,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,21-25,1,0618,1,1927200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,31-35,1,0719,1,2278000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,26-30,1,0618,1,1944100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,11-15,1,1217,1,1737800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0618,1,1707900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,26-30,1,0518,1,1960900,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0318,1,1648600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,11-15,1,0819,1,2298800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,36-40,1,0220,1,2142400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,36-40,1,0718,1,2555800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0419,1,1763800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,16-20,1,1217,1,1778500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0318,1,1665500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,26-30,1,0218,1,1870100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,16-20,1,1218,1,2358000,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,36-40,1,1219,1,1665200,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,104,16-20,1,1117,1,1899100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,36-40,1,0419,1,2297100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,36-40,1,0218,1,2432100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,31-35,1,0418,1,1669800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,06-10,1,0118,1,1814999,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,26-30,1,0118,1,2363400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,26-30,1,0218,1,1894500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0418,1,1682500,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,73,26-30,1,0418,1,1561700,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,26-30,1,0618,1,2176800,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,21-25,1,0218,1,1943300,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,97,21-25,1,0318,1,1811100,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,131,16-20,1,1218,1,2332600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0819,1,1729400,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,114,36-40,1,0419,1,2331600,Apartment,03,Strata,99 yrs lease commencing from 2016,
ALEXANDRA VIEW,26204.50079,ARTRA,30270.56219,RCR,77,36-40,1,0819,1,1760600,Apartment,03,Strata,99 yrs lease commencing from 2016,
