town,flat_type,quarter,_id,median_rent
BEDOK,4-RM,2009-Q2,2560,1630
BEDOK,5-RM,2009-Q2,2561,1800
BEDOK,EXEC,2009-Q2,2562,-                              
BISHAN,1-RM,2009-Q2,2563,na                            
BISHAN,2-RM,2009-Q2,2564,na                            
BISHAN,3-RM,2009-Q2,2565,-                             
BISHAN,4-RM,2009-Q2,2566,1780
BISHAN,5-RM,2009-Q2,2567,1900
BISHAN,EXEC,2009-Q2,2568,-                             
BUKIT BATOK,1-RM,2009-Q2,2569,na                       
BUKIT BATOK,2-RM,2009-Q2,2570,na                       
BUKIT BATOK,3-RM,2009-Q2,2571,1400
BUKIT BATOK,4-RM,2009-Q2,2572,1500
BUKIT BATOK,5-RM,2009-Q2,2573,1850
BUKIT BATOK,EXEC,2009-Q2,2574,-                        
BUKIT MERAH,1-RM,2009-Q2,2575,-                        
BUKIT MERAH,2-RM,2009-Q2,2576,-                        
BUKIT MERAH,3-RM,2009-Q2,2577,1530
BUKIT MERAH,4-RM,2009-Q2,2578,2000
BUKIT MERAH,5-RM,2009-Q2,2579,2250
BUKIT MERAH,EXEC,2009-Q2,2580,na                       
BUKIT PANJANG,1-RM,2009-Q2,2581,na                     
BUKIT PANJANG,2-RM,2009-Q2,2582,na                     
BUKIT PANJANG,3-RM,2009-Q2,2583,-                      
BEDOK,EXEC,2011-Q3,3966,2450
BUKIT PANJANG,4-RM,2009-Q2,2584,1500
BUKIT PANJANG,5-RM,2009-Q2,2585,1600
BUKIT PANJANG,EXEC,2009-Q2,2586,-                      
BUKIT TIMAH,1-RM,2009-Q2,2587,na                       
BUKIT TIMAH,2-RM,2009-Q2,2588,na                       
BUKIT TIMAH,3-RM,2009-Q2,2589,-                        
BUKIT TIMAH,4-RM,2009-Q2,2590,-                        
BUKIT TIMAH,5-RM,2009-Q2,2591,-                        
BUKIT TIMAH,EXEC,2009-Q2,2592,-                        
CENTRAL,1-RM,2009-Q2,2593,na                           
CENTRAL,2-RM,2009-Q2,2594,-                            
CENTRAL,3-RM,2009-Q2,2595,1600
CENTRAL,4-RM,2009-Q2,2596,-                            
CENTRAL,5-RM,2009-Q2,2597,-                            
CENTRAL,EXEC,2009-Q2,2598,na                           
CHOA CHU KANG,1-RM,2009-Q2,2599,na                     
CHOA CHU KANG,2-RM,2009-Q2,2600,na                     
CHOA CHU KANG,3-RM,2009-Q2,2601,-                      
CHOA CHU KANG,4-RM,2009-Q2,2602,1600
CHOA CHU KANG,5-RM,2009-Q2,2603,1700
CHOA CHU KANG,EXEC,2009-Q2,2604,1900
CLEMENTI,1-RM,2009-Q2,2605,na                          
CLEMENTI,2-RM,2009-Q2,2606,na                          
CLEMENTI,3-RM,2009-Q2,2607,1450
CLEMENTI,4-RM,2009-Q2,2608,1800
CLEMENTI,5-RM,2009-Q2,2609,-                           
CLEMENTI,EXEC,2009-Q2,2610,-                           
GEYLANG,1-RM,2009-Q2,2611,na                           
GEYLANG,2-RM,2009-Q2,2612,-                            
GEYLANG,3-RM,2009-Q2,2613,1400
GEYLANG,4-RM,2009-Q2,2614,1650
GEYLANG,5-RM,2009-Q2,2615,-                            
GEYLANG,EXEC,2009-Q2,2616,-                            
HOUGANG,1-RM,2009-Q2,2617,na                           
HOUGANG,2-RM,2009-Q2,2618,na                           
HOUGANG,3-RM,2009-Q2,2619,1400
HOUGANG,4-RM,2009-Q2,2620,1600
HOUGANG,5-RM,2009-Q2,2621,1800
HOUGANG,EXEC,2009-Q2,2622,1850
JURONG EAST,1-RM,2009-Q2,2623,na                       
JURONG EAST,2-RM,2009-Q2,2624,na                       
JURONG EAST,3-RM,2009-Q2,2625,1400
JURONG EAST,4-RM,2009-Q2,2626,1750
JURONG EAST,5-RM,2009-Q2,2627,1800
JURONG EAST,EXEC,2009-Q2,2628,-                        
JURONG WEST,1-RM,2009-Q2,2629,na                       
JURONG WEST,2-RM,2009-Q2,2630,na                       
JURONG WEST,3-RM,2009-Q2,2631,1400
JURONG WEST,4-RM,2009-Q2,2632,1700
JURONG WEST,5-RM,2009-Q2,2633,1900
JURONG WEST,EXEC,2009-Q2,2634,2000
KALLANG/ WHAMPOA,1-RM,2009-Q2,2635,na                  
BISHAN,5-RM,2011-Q4,4127,2800
KALLANG/ WHAMPOA,2-RM,2009-Q2,2636,-                   
KALLANG/ WHAMPOA,3-RM,2009-Q2,2637,1500
KALLANG/ WHAMPOA,4-RM,2009-Q2,2638,1900
KALLANG/ WHAMPOA,5-RM,2009-Q2,2639,-                   
KALLANG/ WHAMPOA,EXEC,2009-Q2,2640,-                   
MARINE PARADE,1-RM,2009-Q2,2641,na                     
MARINE PARADE,2-RM,2009-Q2,2642,na                     
MARINE PARADE,3-RM,2009-Q2,2643,1600
MARINE PARADE,4-RM,2009-Q2,2644,-                      
MARINE PARADE,5-RM,2009-Q2,2645,-                      
MARINE PARADE,EXEC,2009-Q2,2646,na                     
PASIR RIS,1-RM,2009-Q2,2647,na                         
PASIR RIS,2-RM,2009-Q2,2648,na                         
PASIR RIS,3-RM,2009-Q2,2649,na                         
PASIR RIS,4-RM,2009-Q2,2650,1600
PASIR RIS,5-RM,2009-Q2,2651,1700
PASIR RIS,EXEC,2009-Q2,2652,1800
PUNGGOL,1-RM,2009-Q2,2653,na                           
PUNGGOL,2-RM,2009-Q2,2654,na                           
PUNGGOL,3-RM,2009-Q2,2655,na                           
PUNGGOL,4-RM,2009-Q2,2656,1550
PUNGGOL,5-RM,2009-Q2,2657,1650
PUNGGOL,EXEC,2009-Q2,2658,na                           
QUEENSTOWN,1-RM,2009-Q2,2659,na                        
QUEENSTOWN,2-RM,2009-Q2,2660,-                         
QUEENSTOWN,3-RM,2009-Q2,2661,1500
QUEENSTOWN,4-RM,2009-Q2,2662,2150
QUEENSTOWN,5-RM,2009-Q2,2663,2150
QUEENSTOWN,EXEC,2009-Q2,2664,-                         
SEMBAWANG,1-RM,2009-Q2,2665,na                         
SEMBAWANG,2-RM,2009-Q2,2666,na                         
SEMBAWANG,3-RM,2009-Q2,2667,na                         
SEMBAWANG,4-RM,2009-Q2,2668,1600
SEMBAWANG,5-RM,2009-Q2,2669,1550
SEMBAWANG,EXEC,2009-Q2,2670,1700
SENGKANG,1-RM,2009-Q2,2671,na                          
SENGKANG,2-RM,2009-Q2,2672,na                          
SENGKANG,3-RM,2009-Q2,2673,na                          
SENGKANG,4-RM,2009-Q2,2674,1600
SENGKANG,5-RM,2009-Q2,2675,1700
SENGKANG,EXEC,2009-Q2,2676,-                           
SERANGOON,1-RM,2009-Q2,2677,na                         
SERANGOON,2-RM,2009-Q2,2678,-                          
SERANGOON,3-RM,2009-Q2,2679,1400
SERANGOON,4-RM,2009-Q2,2680,1600
SERANGOON,5-RM,2009-Q2,2681,-                          
SERANGOON,EXEC,2009-Q2,2682,-                          
TAMPINES,1-RM,2009-Q2,2683,na                          
TAMPINES,2-RM,2009-Q2,2684,na                          
TAMPINES,3-RM,2009-Q2,2685,1450
TAMPINES,4-RM,2009-Q2,2686,1700
TAMPINES,5-RM,2009-Q2,2687,1800
TAMPINES,EXEC,2009-Q2,2688,1900
TOA PAYOH,1-RM,2009-Q2,2689,na                         
TOA PAYOH,2-RM,2009-Q2,2690,-                          
TOA PAYOH,3-RM,2009-Q2,2691,1500
TOA PAYOH,4-RM,2009-Q2,2692,1900
TOA PAYOH,5-RM,2009-Q2,2693,-                          
TOA PAYOH,EXEC,2009-Q2,2694,-                          
WOODLANDS,1-RM,2009-Q2,2695,na                         
WOODLANDS,2-RM,2009-Q2,2696,na                         
WOODLANDS,3-RM,2009-Q2,2697,1200
WOODLANDS,4-RM,2009-Q2,2698,1500
WOODLANDS,5-RM,2009-Q2,2699,1600
WOODLANDS,EXEC,2009-Q2,2700,1800
YISHUN,1-RM,2009-Q2,2701,na                            
YISHUN,2-RM,2009-Q2,2702,na                            
YISHUN,3-RM,2009-Q2,2703,1300
YISHUN,4-RM,2009-Q2,2704,1500
YISHUN,5-RM,2009-Q2,2705,1600
YISHUN,EXEC,2009-Q2,2706,-                             
ANG MO KIO,1-RM,2009-Q3,2707,na                        
ANG MO KIO,2-RM,2009-Q3,2708,-                         
ANG MO KIO,3-RM,2009-Q3,2709,1400
ANG MO KIO,4-RM,2009-Q3,2710,1800
ANG MO KIO,5-RM,2009-Q3,2711,2000
ANG MO KIO,EXEC,2009-Q3,2712,-                         
ANG MO KIO,1-RM,2009-Q3,2713,na                        
BEDOK,2-RM,2009-Q3,2714,-                              
BEDOK,3-RM,2009-Q3,2715,1400
BEDOK,4-RM,2009-Q3,2716,1700
BEDOK,5-RM,2009-Q3,2717,1800
BEDOK,EXEC,2009-Q3,2718,-                              
BISHAN,1-RM,2009-Q3,2719,na                            
BISHAN,2-RM,2009-Q3,2720,na                            
BISHAN,3-RM,2009-Q3,2721,1440
BISHAN,4-RM,2009-Q3,2722,1800
BISHAN,5-RM,2009-Q3,2723,2000
BISHAN,EXEC,2009-Q3,2724,-                             
BUKIT BATOK,1-RM,2009-Q3,2725,na                       
BUKIT BATOK,2-RM,2009-Q3,2726,na                       
BUKIT BATOK,3-RM,2009-Q3,2727,1350
BUKIT BATOK,4-RM,2009-Q3,2728,1600
BUKIT BATOK,5-RM,2009-Q3,2729,-                        
BUKIT BATOK,EXEC,2009-Q3,2730,-                        
BUKIT MERAH,1-RM,2009-Q3,2731,-                        
BUKIT MERAH,2-RM,2009-Q3,2732,-                        
BUKIT MERAH,3-RM,2009-Q3,2733,1580
BUKIT MERAH,4-RM,2009-Q3,2734,2000
BUKIT MERAH,5-RM,2009-Q3,2735,2350
BUKIT MERAH,EXEC,2009-Q3,2736,na                       
BUKIT PANJANG,1-RM,2009-Q3,2737,na                     
BUKIT PANJANG,2-RM,2009-Q3,2738,na                     
BUKIT PANJANG,3-RM,2009-Q3,2739,-                      
BUKIT PANJANG,4-RM,2009-Q3,2740,1550
BUKIT PANJANG,5-RM,2009-Q3,2741,1580
BUKIT PANJANG,EXEC,2009-Q3,2742,-                      
BUKIT TIMAH,1-RM,2009-Q3,2743,na                       
BUKIT TIMAH,2-RM,2009-Q3,2744,na                       
BUKIT TIMAH,3-RM,2009-Q3,2745,-                        
BUKIT TIMAH,4-RM,2009-Q3,2746,-                        
BUKIT TIMAH,5-RM,2009-Q3,2747,-                        
BUKIT TIMAH,EXEC,2009-Q3,2748,-                        
CENTRAL,1-RM,2009-Q3,2749,na                           
CENTRAL,2-RM,2009-Q3,2750,na                           
CENTRAL,3-RM,2009-Q3,2751,1670
CENTRAL,4-RM,2009-Q3,2752,-                            
CENTRAL,5-RM,2009-Q3,2753,-                            
CENTRAL,EXEC,2009-Q3,2754,na                           
CHOA CHU KANG,1-RM,2009-Q3,2755,na                     
CHOA CHU KANG,2-RM,2009-Q3,2756,na                     
CHOA CHU KANG,3-RM,2009-Q3,2757,-                      
CHOA CHU KANG,4-RM,2009-Q3,2758,1600
CHOA CHU KANG,5-RM,2009-Q3,2759,1800
CHOA CHU KANG,EXEC,2009-Q3,2760,-                      
CLEMENTI,1-RM,2009-Q3,2761,na                          
CLEMENTI,2-RM,2009-Q3,2762,na                          
CLEMENTI,3-RM,2009-Q3,2763,1530
CLEMENTI,4-RM,2009-Q3,2764,1900
CLEMENTI,5-RM,2009-Q3,2765,-                           
CLEMENTI,EXEC,2009-Q3,2766,-                           
GEYLANG,1-RM,2009-Q3,2767,na                           
GEYLANG,2-RM,2009-Q3,2768,-                            
GEYLANG,3-RM,2009-Q3,2769,1400
GEYLANG,4-RM,2009-Q3,2770,1730
GEYLANG,5-RM,2009-Q3,2771,-                            
GEYLANG,EXEC,2009-Q3,2772,-                            
HOUGANG,1-RM,2009-Q3,2773,na                           
HOUGANG,2-RM,2009-Q3,2774,na                           
HOUGANG,3-RM,2009-Q3,2775,1400
HOUGANG,4-RM,2009-Q3,2776,1700
HOUGANG,5-RM,2009-Q3,2777,1800
HOUGANG,EXEC,2009-Q3,2778,-                            
JURONG EAST,1-RM,2009-Q3,2779,na                       
JURONG EAST,2-RM,2009-Q3,2780,na                       
JURONG EAST,3-RM,2009-Q3,2781,1450
JURONG EAST,4-RM,2009-Q3,2782,1800
JURONG EAST,5-RM,2009-Q3,2783,1850
JURONG EAST,EXEC,2009-Q3,2784,-                        
JURONG WEST,1-RM,2009-Q3,2785,na                       
JURONG WEST,2-RM,2009-Q3,2786,na                       
JURONG WEST,3-RM,2009-Q3,2787,1300
JURONG WEST,4-RM,2009-Q3,2788,1800
JURONG WEST,5-RM,2009-Q3,2789,2000
JURONG WEST,EXEC,2009-Q3,2790,2000
KALLANG/ WHAMPOA,1-RM,2009-Q3,2791,na                  
KALLANG/ WHAMPOA,2-RM,2009-Q3,2792,-                   
KALLANG/ WHAMPOA,3-RM,2009-Q3,2793,1500
KALLANG/ WHAMPOA,4-RM,2009-Q3,2794,1930
KALLANG/ WHAMPOA,5-RM,2009-Q3,2795,2170
KALLANG/ WHAMPOA,EXEC,2009-Q3,2796,-                   
MARINE PARADE,1-RM,2009-Q3,2797,na                     
MARINE PARADE,2-RM,2009-Q3,2798,na                     
MARINE PARADE,3-RM,2009-Q3,2799,1640
MARINE PARADE,4-RM,2009-Q3,2800,2000
MARINE PARADE,5-RM,2009-Q3,2801,-                      
MARINE PARADE,EXEC,2009-Q3,2802,na                     
PASIR RIS,1-RM,2009-Q3,2803,na                         
PASIR RIS,2-RM,2009-Q3,2804,na                         
PASIR RIS,3-RM,2009-Q3,2805,-                          
PASIR RIS,4-RM,2009-Q3,2806,1700
PASIR RIS,5-RM,2009-Q3,2807,1800
PASIR RIS,EXEC,2009-Q3,2808,1860
PUNGGOL,1-RM,2009-Q3,2809,na                           
PUNGGOL,2-RM,2009-Q3,2810,na                           
PUNGGOL,3-RM,2009-Q3,2811,na                           
PUNGGOL,4-RM,2009-Q3,2812,1550
PUNGGOL,5-RM,2009-Q3,2813,1700
PUNGGOL,EXEC,2009-Q3,2814,-                            
QUEENSTOWN,1-RM,2009-Q3,2815,na                        
QUEENSTOWN,2-RM,2009-Q3,2816,-                         
QUEENSTOWN,3-RM,2009-Q3,2817,1600
QUEENSTOWN,4-RM,2009-Q3,2818,2050
QUEENSTOWN,5-RM,2009-Q3,2819,2230
QUEENSTOWN,EXEC,2009-Q3,2820,na                        
SEMBAWANG,1-RM,2009-Q3,2821,na                         
SEMBAWANG,2-RM,2009-Q3,2822,na                         
SEMBAWANG,3-RM,2009-Q3,2823,na                         
SEMBAWANG,4-RM,2009-Q3,2824,1600
SEMBAWANG,5-RM,2009-Q3,2825,1700
SEMBAWANG,EXEC,2009-Q3,2826,-                          
SENGKANG,1-RM,2009-Q3,2827,na                          
SENGKANG,2-RM,2009-Q3,2828,na                          
SENGKANG,3-RM,2009-Q3,2829,-                           
SENGKANG,4-RM,2009-Q3,2830,1600
SENGKANG,5-RM,2009-Q3,2831,1800
SENGKANG,EXEC,2009-Q3,2832,1900
SERANGOON,1-RM,2009-Q3,2833,na                         
SERANGOON,2-RM,2009-Q3,2834,na                         
SERANGOON,3-RM,2009-Q3,2835,1500
SERANGOON,4-RM,2009-Q3,2836,1780
SERANGOON,5-RM,2009-Q3,2837,1800
SERANGOON,EXEC,2009-Q3,2838,-                          
TAMPINES,1-RM,2009-Q3,2839,na                          
TAMPINES,2-RM,2009-Q3,2840,na                          
TAMPINES,3-RM,2009-Q3,2841,1500
TAMPINES,4-RM,2009-Q3,2842,1700
TAMPINES,5-RM,2009-Q3,2843,1900
TAMPINES,EXEC,2009-Q3,2844,-                           
TOA PAYOH,1-RM,2009-Q3,2845,na                         
TOA PAYOH,2-RM,2009-Q3,2846,-                          
TOA PAYOH,3-RM,2009-Q3,2847,1500
TOA PAYOH,4-RM,2009-Q3,2848,1900
TOA PAYOH,5-RM,2009-Q3,2849,-                          
TOA PAYOH,EXEC,2009-Q3,2850,-                          
WOODLANDS,1-RM,2009-Q3,2851,na                         
WOODLANDS,2-RM,2009-Q3,2852,na                         
WOODLANDS,3-RM,2009-Q3,2853,1200
WOODLANDS,4-RM,2009-Q3,2854,1500
WOODLANDS,5-RM,2009-Q3,2855,1600
WOODLANDS,EXEC,2009-Q3,2856,1800
YISHUN,1-RM,2009-Q3,2857,na                            
YISHUN,2-RM,2009-Q3,2858,-                             
YISHUN,3-RM,2009-Q3,2859,1300
YISHUN,4-RM,2009-Q3,2860,1550
YISHUN,5-RM,2009-Q3,2861,1650
YISHUN,EXEC,2009-Q3,2862,-                             
ANG MO KIO,1-RM,2009-Q4,2863,na                        
ANG MO KIO,2-RM,2009-Q4,2864,-                         
ANG MO KIO,3-RM,2009-Q4,2865,1450
ANG MO KIO,4-RM,2009-Q4,2866,1850
ANG MO KIO,5-RM,2009-Q4,2867,2000
ANG MO KIO,EXEC,2009-Q4,2868,na                        
BEDOK,1-RM,2009-Q4,2869,na                             
BEDOK,2-RM,2009-Q4,2870,-                              
BEDOK,3-RM,2009-Q4,2871,1500
BEDOK,4-RM,2009-Q4,2872,1700
BEDOK,5-RM,2009-Q4,2873,1900
BEDOK,EXEC,2009-Q4,2874,-                              
BISHAN,1-RM,2009-Q4,2875,na                            
BISHAN,2-RM,2009-Q4,2876,na                            
BISHAN,3-RM,2009-Q4,2877,-                             
BISHAN,4-RM,2009-Q4,2878,1900
BISHAN,5-RM,2009-Q4,2879,2050
BISHAN,EXEC,2009-Q4,2880,-                             
BISHAN,1-RM,2009-Q4,2881,na                            
BISHAN,2-RM,2009-Q4,2882,na                            
BUKIT BATOK,3-RM,2009-Q4,2883,1450
BUKIT BATOK,4-RM,2009-Q4,2884,1700
BUKIT BATOK,5-RM,2009-Q4,2885,-                        
BUKIT BATOK,EXEC,2009-Q4,2886,-                        
BUKIT MERAH,1-RM,2009-Q4,2887,-                        
BUKIT MERAH,2-RM,2009-Q4,2888,-                        
BUKIT MERAH,3-RM,2009-Q4,2889,1600
BUKIT MERAH,4-RM,2009-Q4,2890,2160
BUKIT MERAH,5-RM,2009-Q4,2891,2430
BUKIT MERAH,EXEC,2009-Q4,2892,na                       
BUKIT PANJANG,1-RM,2009-Q4,2893,na                     
BUKIT PANJANG,2-RM,2009-Q4,2894,na                     
BUKIT PANJANG,3-RM,2009-Q4,2895,-                      
BUKIT PANJANG,4-RM,2009-Q4,2896,1500
BUKIT PANJANG,5-RM,2009-Q4,2897,1640
BUKIT PANJANG,EXEC,2009-Q4,2898,-                      
BUKIT TIMAH,1-RM,2009-Q4,2899,na                       
BUKIT TIMAH,2-RM,2009-Q4,2900,na                       
BUKIT TIMAH,3-RM,2009-Q4,2901,-                        
BUKIT TIMAH,4-RM,2009-Q4,2902,-                        
BUKIT TIMAH,5-RM,2009-Q4,2903,-                        
BUKIT TIMAH,EXEC,2009-Q4,2904,-                        
CENTRAL,1-RM,2009-Q4,2905,na                           
CENTRAL,2-RM,2009-Q4,2906,-                            
CENTRAL,3-RM,2009-Q4,2907,1730
CENTRAL,4-RM,2009-Q4,2908,-                            
CENTRAL,5-RM,2009-Q4,2909,-                            
CENTRAL,EXEC,2009-Q4,2910,na                           
CHOA CHU KANG,1-RM,2009-Q4,2911,na                     
CHOA CHU KANG,2-RM,2009-Q4,2912,na                     
CHOA CHU KANG,3-RM,2009-Q4,2913,-                      
CHOA CHU KANG,4-RM,2009-Q4,2914,1700
CHOA CHU KANG,5-RM,2009-Q4,2915,1800
CHOA CHU KANG,EXEC,2009-Q4,2916,1980
CLEMENTI,1-RM,2009-Q4,2917,na                          
CLEMENTI,2-RM,2009-Q4,2918,-                           
CLEMENTI,3-RM,2009-Q4,2919,1550
CLEMENTI,4-RM,2009-Q4,2920,2000
CLEMENTI,5-RM,2009-Q4,2921,-                           
CLEMENTI,EXEC,2009-Q4,2922,-                           
GEYLANG,1-RM,2009-Q4,2923,na                           
GEYLANG,2-RM,2009-Q4,2924,-                            
GEYLANG,3-RM,2009-Q4,2925,-                            
GEYLANG,4-RM,2009-Q4,2926,1800
GEYLANG,5-RM,2009-Q4,2927,-                            
GEYLANG,EXEC,2009-Q4,2928,-                            
HOUGANG,1-RM,2009-Q4,2929,na                           
HOUGANG,2-RM,2009-Q4,2930,na                           
HOUGANG,3-RM,2009-Q4,2931,1350
HOUGANG,4-RM,2009-Q4,2932,1700
HOUGANG,5-RM,2009-Q4,2933,1900
HOUGANG,EXEC,2009-Q4,2934,2000
JURONG EAST,1-RM,2009-Q4,2935,na                       
JURONG EAST,2-RM,2009-Q4,2936,na                       
JURONG EAST,3-RM,2009-Q4,2937,1400
JURONG EAST,4-RM,2009-Q4,2938,1800
JURONG EAST,5-RM,2009-Q4,2939,1930
JURONG EAST,EXEC,2009-Q4,2940,-                        
JURONG WEST,1-RM,2009-Q4,2941,na                       
JURONG WEST,2-RM,2009-Q4,2942,na                       
JURONG WEST,3-RM,2009-Q4,2943,1350
JURONG WEST,4-RM,2009-Q4,2944,1800
JURONG WEST,5-RM,2009-Q4,2945,2000
JURONG WEST,EXEC,2009-Q4,2946,2050
KALLANG/ WHAMPOA,1-RM,2009-Q4,2947,na                  
KALLANG/ WHAMPOA,2-RM,2009-Q4,2948,-                   
KALLANG/ WHAMPOA,3-RM,2009-Q4,2949,1530
KALLANG/ WHAMPOA,4-RM,2009-Q4,2950,1980
KALLANG/ WHAMPOA,5-RM,2009-Q4,2951,-                   
YISHUN,3-RM,2013-Q4,5510,1900
KALLANG/ WHAMPOA,EXEC,2009-Q4,2952,na                  
MARINE PARADE,1-RM,2009-Q4,2953,na                     
MARINE PARADE,2-RM,2009-Q4,2954,na                     
MARINE PARADE,3-RM,2009-Q4,2955,1580
MARINE PARADE,4-RM,2009-Q4,2956,-                      
MARINE PARADE,5-RM,2009-Q4,2957,-                      
MARINE PARADE,EXEC,2009-Q4,2958,na                     
PASIR RIS,1-RM,2009-Q4,2959,na                         
PASIR RIS,2-RM,2009-Q4,2960,na                         
PASIR RIS,3-RM,2009-Q4,2961,na                         
PASIR RIS,4-RM,2009-Q4,2962,1700
PASIR RIS,5-RM,2009-Q4,2963,1900
PASIR RIS,EXEC,2009-Q4,2964,1920
PUNGGOL,1-RM,2009-Q4,2965,na                           
PUNGGOL,2-RM,2009-Q4,2966,na                           
PUNGGOL,3-RM,2009-Q4,2967,na                           
PUNGGOL,4-RM,2009-Q4,2968,1630
PUNGGOL,5-RM,2009-Q4,2969,1800
PUNGGOL,EXEC,2009-Q4,2970,-                            
QUEENSTOWN,1-RM,2009-Q4,2971,na                        
QUEENSTOWN,2-RM,2009-Q4,2972,-                         
QUEENSTOWN,3-RM,2009-Q4,2973,1650
QUEENSTOWN,4-RM,2009-Q4,2974,2140
QUEENSTOWN,5-RM,2009-Q4,2975,-                         
QUEENSTOWN,EXEC,2009-Q4,2976,-                         
SEMBAWANG,1-RM,2009-Q4,2977,na                         
SEMBAWANG,2-RM,2009-Q4,2978,na                         
SEMBAWANG,3-RM,2009-Q4,2979,na                         
SEMBAWANG,4-RM,2009-Q4,2980,1600
SEMBAWANG,5-RM,2009-Q4,2981,1800
SEMBAWANG,EXEC,2009-Q4,2982,-                          
SENGKANG,1-RM,2009-Q4,2983,na                          
SENGKANG,2-RM,2009-Q4,2984,na                          
SENGKANG,3-RM,2009-Q4,2985,na                          
SENGKANG,4-RM,2009-Q4,2986,1700
SENGKANG,5-RM,2009-Q4,2987,1850
SENGKANG,EXEC,2009-Q4,2988,-                           
SERANGOON,1-RM,2009-Q4,2989,na                         
SERANGOON,2-RM,2009-Q4,2990,na                         
SERANGOON,3-RM,2009-Q4,2991,1500
SERANGOON,4-RM,2009-Q4,2992,1850
SERANGOON,5-RM,2009-Q4,2993,2000
SERANGOON,EXEC,2009-Q4,2994,-                          
TAMPINES,1-RM,2009-Q4,2995,na                          
TAMPINES,2-RM,2009-Q4,2996,na                          
TAMPINES,3-RM,2009-Q4,2997,1500
TAMPINES,4-RM,2009-Q4,2998,1800
TAMPINES,5-RM,2009-Q4,2999,1900
TAMPINES,EXEC,2009-Q4,3000,-                           
TOA PAYOH,1-RM,2009-Q4,3001,na                         
TOA PAYOH,2-RM,2009-Q4,3002,-                          
TOA PAYOH,3-RM,2009-Q4,3003,1550
TOA PAYOH,4-RM,2009-Q4,3004,1900
TOA PAYOH,5-RM,2009-Q4,3005,-                          
TOA PAYOH,EXEC,2009-Q4,3006,-                          
WOODLANDS,1-RM,2009-Q4,3007,na                         
WOODLANDS,2-RM,2009-Q4,3008,na                         
WOODLANDS,3-RM,2009-Q4,3009,1300
WOODLANDS,4-RM,2009-Q4,3010,1600
WOODLANDS,5-RM,2009-Q4,3011,1700
WOODLANDS,EXEC,2009-Q4,3012,1830
YISHUN,1-RM,2009-Q4,3013,na                            
YISHUN,2-RM,2009-Q4,3014,na                            
YISHUN,3-RM,2009-Q4,3015,1400
YISHUN,4-RM,2009-Q4,3016,1600
YISHUN,5-RM,2009-Q4,3017,1730
YISHUN,EXEC,2009-Q4,3018,-                             
ANG MO KIO,1-RM,2010-Q1,3019,na                        
ANG MO KIO,2-RM,2010-Q1,3020,-                         
ANG MO KIO,3-RM,2010-Q1,3021,1450
ANG MO KIO,4-RM,2010-Q1,3022,1830
ANG MO KIO,5-RM,2010-Q1,3023,2000
ANG MO KIO,EXEC,2010-Q1,3024,-                         
BEDOK,1-RM,2010-Q1,3025,na                             
BEDOK,2-RM,2010-Q1,3026,-                              
BEDOK,3-RM,2010-Q1,3027,1500
BEDOK,4-RM,2010-Q1,3028,1700
BEDOK,5-RM,2010-Q1,3029,2000
BEDOK,EXEC,2010-Q1,3030,-                              
BISHAN,1-RM,2010-Q1,3031,na                            
BISHAN,2-RM,2010-Q1,3032,na                            
BISHAN,3-RM,2010-Q1,3033,1470
BISHAN,4-RM,2010-Q1,3034,2000
BISHAN,5-RM,2010-Q1,3035,2100
BISHAN,EXEC,2010-Q1,3036,-                             
BUKIT BATOK,1-RM,2010-Q1,3037,na                       
BUKIT BATOK,2-RM,2010-Q1,3038,na                       
BUKIT BATOK,3-RM,2010-Q1,3039,1400
BUKIT BATOK,4-RM,2010-Q1,3040,1780
BUKIT BATOK,5-RM,2010-Q1,3041,1900
BUKIT BATOK,EXEC,2010-Q1,3042,2050
BUKIT MERAH,1-RM,2010-Q1,3043,-                        
BUKIT MERAH,2-RM,2010-Q1,3044,-                        
BUKIT MERAH,3-RM,2010-Q1,3045,1600
BUKIT MERAH,4-RM,2010-Q1,3046,2200
BUKIT MERAH,5-RM,2010-Q1,3047,2400
BUKIT MERAH,EXEC,2010-Q1,3048,-                        
BUKIT PANJANG,1-RM,2010-Q1,3049,na                     
BUKIT PANJANG,2-RM,2010-Q1,3050,na                     
BUKIT PANJANG,3-RM,2010-Q1,3051,1280
BUKIT PANJANG,4-RM,2010-Q1,3052,1550
BUKIT PANJANG,5-RM,2010-Q1,3053,1700
BUKIT PANJANG,EXEC,2010-Q1,3054,1800
BUKIT TIMAH,1-RM,2010-Q1,3055,na                       
BUKIT TIMAH,2-RM,2010-Q1,3056,na                       
BUKIT TIMAH,3-RM,2010-Q1,3057,-                        
BUKIT TIMAH,4-RM,2010-Q1,3058,-                        
BUKIT TIMAH,5-RM,2010-Q1,3059,-                        
BUKIT TIMAH,EXEC,2010-Q1,3060,-                        
CENTRAL,1-RM,2010-Q1,3061,na                           
CENTRAL,2-RM,2010-Q1,3062,-                            
CENTRAL,3-RM,2010-Q1,3063,1900
CENTRAL,4-RM,2010-Q1,3064,2300
CENTRAL,5-RM,2010-Q1,3065,-                            
CENTRAL,EXEC,2010-Q1,3066,na                           
CHOA CHU KANG,1-RM,2010-Q1,3067,na                     
CHOA CHU KANG,2-RM,2010-Q1,3068,na                     
CHOA CHU KANG,3-RM,2010-Q1,3069,-                      
CHOA CHU KANG,4-RM,2010-Q1,3070,1700
CHOA CHU KANG,5-RM,2010-Q1,3071,1800
