town,flat_type,quarter,_id,median_rent
WOODLANDS,5-RM,2014-Q3,5966,2250
WOODLANDS,EXEC,2014-Q3,5967,2500
YISHUN,1-RM,2014-Q3,5968,na                            
YISHUN,2-RM,2014-Q3,5969,na                            
YISHUN,3-RM,2014-Q3,5970,1800
YISHUN,4-RM,2014-Q3,5971,2200
YISHUN,5-RM,2014-Q3,5972,2350
YISHUN,EXEC,2014-Q3,5973,2600
ANG MO KIO,1-RM,2014-Q4,5974,na                        
ANG MO KIO,2-RM,2014-Q4,5975,-                         
ANG MO KIO,3-RM,2014-Q4,5976,2000
ANG MO KIO,4-RM,2014-Q4,5977,2450
ANG MO KIO,5-RM,2014-Q4,5978,2800
ANG MO KIO,EXEC,2014-Q4,5979,-                         
BEDOK,1-RM,2014-Q4,5980,na                             
BEDOK,2-RM,2014-Q4,5981,-                              
BEDOK,3-RM,2014-Q4,5982,2000
BEDOK,4-RM,2014-Q4,5983,2400
BEDOK,5-RM,2014-Q4,5984,2600
BEDOK,EXEC,2014-Q4,5985,2700
BISHAN,1-RM,2014-Q4,5986,na                            
BISHAN,2-RM,2014-Q4,5987,na                            
BISHAN,3-RM,2014-Q4,5988,2000
BISHAN,4-RM,2014-Q4,5989,2600
BISHAN,5-RM,2014-Q4,5990,2900
BISHAN,EXEC,2014-Q4,5991,-                             
BUKIT BATOK,1-RM,2014-Q4,5992,na                       
BUKIT BATOK,2-RM,2014-Q4,5993,na                       
BUKIT BATOK,3-RM,2014-Q4,5994,1900
BUKIT BATOK,4-RM,2014-Q4,5995,2300
BUKIT BATOK,5-RM,2014-Q4,5996,2480
BUKIT BATOK,EXEC,2014-Q4,5997,2700
BUKIT MERAH,1-RM,2014-Q4,5998,-                        
BUKIT MERAH,2-RM,2014-Q4,5999,-                        
BUKIT MERAH,3-RM,2014-Q4,6000,2200
BUKIT MERAH,4-RM,2014-Q4,6001,3000
BUKIT MERAH,5-RM,2014-Q4,6002,3200
BUKIT MERAH,EXEC,2014-Q4,6003,na                       
BUKIT PANJANG,1-RM,2014-Q4,6004,na                     
BUKIT PANJANG,2-RM,2014-Q4,6005,na                     
BUKIT PANJANG,3-RM,2014-Q4,6006,1700
BUKIT PANJANG,4-RM,2014-Q4,6007,2000
BUKIT PANJANG,5-RM,2014-Q4,6008,2150
BUKIT PANJANG,EXEC,2014-Q4,6009,2300
BUKIT TIMAH,1-RM,2014-Q4,6010,na                       
BUKIT TIMAH,2-RM,2014-Q4,6011,na                       
BUKIT TIMAH,3-RM,2014-Q4,6012,-                        
BUKIT TIMAH,4-RM,2014-Q4,6013,-                        
BUKIT TIMAH,5-RM,2014-Q4,6014,-                        
BUKIT TIMAH,EXEC,2014-Q4,6015,-                        
CENTRAL,1-RM,2014-Q4,6016,na                           
CENTRAL,2-RM,2014-Q4,6017,-                            
CENTRAL,3-RM,2014-Q4,6018,2400
CENTRAL,4-RM,2014-Q4,6019,3000
CENTRAL,5-RM,2014-Q4,6020,-                            
CENTRAL,EXEC,2014-Q4,6021,na                           
CHOA CHU KANG,1-RM,2014-Q4,6022,na                     
CHOA CHU KANG,2-RM,2014-Q4,6023,na                     
CHOA CHU KANG,3-RM,2014-Q4,6024,-                      
CHOA CHU KANG,4-RM,2014-Q4,6025,2150
CHOA CHU KANG,5-RM,2014-Q4,6026,2200
CHOA CHU KANG,EXEC,2014-Q4,6027,2450
CLEMENTI,1-RM,2014-Q4,6028,na                          
CLEMENTI,2-RM,2014-Q4,6029,na                          
CLEMENTI,3-RM,2014-Q4,6030,2150
CLEMENTI,4-RM,2014-Q4,6031,2650
CLEMENTI,5-RM,2014-Q4,6032,2900
CLEMENTI,EXEC,2014-Q4,6033,-                           
GEYLANG,1-RM,2014-Q4,6034,na                           
GEYLANG,2-RM,2014-Q4,6035,-                            
GEYLANG,3-RM,2014-Q4,6036,2000
GEYLANG,4-RM,2014-Q4,6037,2500
GEYLANG,5-RM,2014-Q4,6038,2800
GEYLANG,EXEC,2014-Q4,6039,-                            
HOUGANG,1-RM,2014-Q4,6040,na                           
HOUGANG,2-RM,2014-Q4,6041,na                           
HOUGANG,3-RM,2014-Q4,6042,1900
HOUGANG,4-RM,2014-Q4,6043,2300
HOUGANG,5-RM,2014-Q4,6044,2400
HOUGANG,EXEC,2014-Q4,6045,2700
JURONG EAST,1-RM,2014-Q4,6046,na                       
JURONG EAST,2-RM,2014-Q4,6047,na                       
JURONG EAST,3-RM,2014-Q4,6048,2000
JURONG EAST,4-RM,2014-Q4,6049,2500
JURONG EAST,5-RM,2014-Q4,6050,2700
YISHUN,5-RM,2016-Q1,6908,2300
JURONG EAST,EXEC,2014-Q4,6051,2850
JURONG WEST,1-RM,2014-Q4,6052,na                       
JURONG WEST,2-RM,2014-Q4,6053,-                        
JURONG WEST,3-RM,2014-Q4,6054,1900
JURONG WEST,4-RM,2014-Q4,6055,2500
JURONG WEST,5-RM,2014-Q4,6056,2650
JURONG WEST,EXEC,2014-Q4,6057,2800
KALLANG/ WHAMPOA,1-RM,2014-Q4,6058,na                  
KALLANG/ WHAMPOA,2-RM,2014-Q4,6059,-                   
KALLANG/ WHAMPOA,3-RM,2014-Q4,6060,2100
KALLANG/ WHAMPOA,4-RM,2014-Q4,6061,2700
KALLANG/ WHAMPOA,5-RM,2014-Q4,6062,2800
KALLANG/ WHAMPOA,EXEC,2014-Q4,6063,-                   
MARINE PARADE,1-RM,2014-Q4,6064,na                     
MARINE PARADE,2-RM,2014-Q4,6065,na                     
MARINE PARADE,3-RM,2014-Q4,6066,2100
MARINE PARADE,4-RM,2014-Q4,6067,2600
MARINE PARADE,5-RM,2014-Q4,6068,2800
MARINE PARADE,EXEC,2014-Q4,6069,na                     
PASIR RIS,1-RM,2014-Q4,6070,na                         
PASIR RIS,2-RM,2014-Q4,6071,na                         
PASIR RIS,3-RM,2014-Q4,6072,-                          
PASIR RIS,4-RM,2014-Q4,6073,2300
PASIR RIS,5-RM,2014-Q4,6074,2500
PASIR RIS,EXEC,2014-Q4,6075,2650
PUNGGOL,1-RM,2014-Q4,6076,na                           
PUNGGOL,2-RM,2014-Q4,6077,na                           
PUNGGOL,3-RM,2014-Q4,6078,-                            
PUNGGOL,4-RM,2014-Q4,6079,2200
PUNGGOL,5-RM,2014-Q4,6080,2300
PUNGGOL,EXEC,2014-Q4,6081,-                            
QUEENSTOWN,1-RM,2014-Q4,6082,na                        
QUEENSTOWN,2-RM,2014-Q4,6083,1630
QUEENSTOWN,3-RM,2014-Q4,6084,2200
QUEENSTOWN,4-RM,2014-Q4,6085,2900
QUEENSTOWN,5-RM,2014-Q4,6086,3200
QUEENSTOWN,EXEC,2014-Q4,6087,-                         
SEMBAWANG,1-RM,2014-Q4,6088,na                         
SEMBAWANG,2-RM,2014-Q4,6089,na                         
SEMBAWANG,3-RM,2014-Q4,6090,na                         
SEMBAWANG,4-RM,2014-Q4,6091,2100
SEMBAWANG,5-RM,2014-Q4,6092,2200
SEMBAWANG,EXEC,2014-Q4,6093,2400
SENGKANG,1-RM,2014-Q4,6094,na                          
SENGKANG,2-RM,2014-Q4,6095,-                           
SENGKANG,3-RM,2014-Q4,6096,-                           
SENGKANG,4-RM,2014-Q4,6097,2200
SENGKANG,5-RM,2014-Q4,6098,2300
SENGKANG,EXEC,2014-Q4,6099,2550
SERANGOON,1-RM,2014-Q4,6100,na                         
SERANGOON,2-RM,2014-Q4,6101,na                         
SERANGOON,3-RM,2014-Q4,6102,2000
SERANGOON,4-RM,2014-Q4,6103,2500
SERANGOON,5-RM,2014-Q4,6104,2700
SERANGOON,EXEC,2014-Q4,6105,2800
TAMPINES,1-RM,2014-Q4,6106,na                          
TAMPINES,2-RM,2014-Q4,6107,na                          
TAMPINES,3-RM,2014-Q4,6108,2000
TAMPINES,4-RM,2014-Q4,6109,2400
TAMPINES,5-RM,2014-Q4,6110,2500
TAMPINES,EXEC,2014-Q4,6111,2700
TOA PAYOH,1-RM,2014-Q4,6112,na                         
TOA PAYOH,2-RM,2014-Q4,6113,-                          
TOA PAYOH,3-RM,2014-Q4,6114,2100
TOA PAYOH,4-RM,2014-Q4,6115,2550
TOA PAYOH,5-RM,2014-Q4,6116,2800
TOA PAYOH,EXEC,2014-Q4,6117,-                          
WOODLANDS,1-RM,2014-Q4,6118,na                         
WOODLANDS,2-RM,2014-Q4,6119,na                         
WOODLANDS,3-RM,2014-Q4,6120,1600
WOODLANDS,4-RM,2014-Q4,6121,2090
WOODLANDS,5-RM,2014-Q4,6122,2200
WOODLANDS,EXEC,2014-Q4,6123,2500
YISHUN,1-RM,2014-Q4,6124,na                            
YISHUN,2-RM,2014-Q4,6125,na                            
YISHUN,3-RM,2014-Q4,6126,1800
YISHUN,4-RM,2014-Q4,6127,2150
YISHUN,5-RM,2014-Q4,6128,2400
YISHUN,EXEC,2014-Q4,6129,2500
ANG MO KIO,1-RM,2015-Q1,6130,na                        
ANG MO KIO,2-RM,2015-Q1,6131,-                         
ANG MO KIO,3-RM,2015-Q1,6132,2000
ANG MO KIO,4-RM,2015-Q1,6133,2400
ANG MO KIO,5-RM,2015-Q1,6134,2700
ANG MO KIO,EXEC,2015-Q1,6135,-                         
BEDOK,1-RM,2015-Q1,6136,na                             
BEDOK,2-RM,2015-Q1,6137,-                              
BEDOK,3-RM,2015-Q1,6138,2000
BEDOK,4-RM,2015-Q1,6139,2400
BEDOK,5-RM,2015-Q1,6140,2600
BEDOK,EXEC,2015-Q1,6141,-                              
BISHAN,1-RM,2015-Q1,6142,na                            
BISHAN,2-RM,2015-Q1,6143,na                            
BISHAN,3-RM,2015-Q1,6144,2000
BISHAN,4-RM,2015-Q1,6145,2500
BISHAN,5-RM,2015-Q1,6146,2800
BISHAN,EXEC,2015-Q1,6147,-                             
BUKIT BATOK,1-RM,2015-Q1,6148,na                       
BUKIT BATOK,2-RM,2015-Q1,6149,na                       
BUKIT BATOK,3-RM,2015-Q1,6150,1900
BUKIT BATOK,4-RM,2015-Q1,6151,2200
BUKIT BATOK,5-RM,2015-Q1,6152,2400
BUKIT BATOK,EXEC,2015-Q1,6153,2650
BUKIT MERAH,1-RM,2015-Q1,6154,-                        
BUKIT MERAH,2-RM,2015-Q1,6155,1630
BUKIT MERAH,3-RM,2015-Q1,6156,2200
BUKIT MERAH,4-RM,2015-Q1,6157,2800
YISHUN,EXEC,2016-Q1,6909,2500
BUKIT MERAH,5-RM,2015-Q1,6158,3200
BUKIT MERAH,EXEC,2015-Q1,6159,-                        
BUKIT PANJANG,1-RM,2015-Q1,6160,na                     
BUKIT PANJANG,2-RM,2015-Q1,6161,-                      
BUKIT PANJANG,3-RM,2015-Q1,6162,1680
BUKIT PANJANG,4-RM,2015-Q1,6163,1900
BUKIT PANJANG,5-RM,2015-Q1,6164,2100
BUKIT PANJANG,EXEC,2015-Q1,6165,2250
BUKIT TIMAH,1-RM,2015-Q1,6166,na                       
BUKIT TIMAH,2-RM,2015-Q1,6167,na                       
BUKIT TIMAH,3-RM,2015-Q1,6168,-                        
BUKIT TIMAH,4-RM,2015-Q1,6169,-                        
BUKIT TIMAH,5-RM,2015-Q1,6170,-                        
BUKIT TIMAH,EXEC,2015-Q1,6171,-                        
CENTRAL,1-RM,2015-Q1,6172,na                           
CENTRAL,2-RM,2015-Q1,6173,-                            
CENTRAL,3-RM,2015-Q1,6174,2350
CENTRAL,4-RM,2015-Q1,6175,3000
CENTRAL,5-RM,2015-Q1,6176,-                            
CENTRAL,EXEC,2015-Q1,6177,na                           
CHOA CHU KANG,1-RM,2015-Q1,6178,na                     
CHOA CHU KANG,2-RM,2015-Q1,6179,na                     
CHOA CHU KANG,3-RM,2015-Q1,6180,-                      
CHOA CHU KANG,4-RM,2015-Q1,6181,2020
CHOA CHU KANG,5-RM,2015-Q1,6182,2200
CHOA CHU KANG,EXEC,2015-Q1,6183,2400
CLEMENTI,1-RM,2015-Q1,6184,na                          
CLEMENTI,2-RM,2015-Q1,6185,-                           
CLEMENTI,3-RM,2015-Q1,6186,2100
CLEMENTI,4-RM,2015-Q1,6187,2650
CLEMENTI,5-RM,2015-Q1,6188,2900
CLEMENTI,EXEC,2015-Q1,6189,-                           
GEYLANG,1-RM,2015-Q1,6190,na                           
GEYLANG,2-RM,2015-Q1,6191,-                            
GEYLANG,3-RM,2015-Q1,6192,2000
GEYLANG,4-RM,2015-Q1,6193,2600
GEYLANG,5-RM,2015-Q1,6194,2800
GEYLANG,EXEC,2015-Q1,6195,-                            
HOUGANG,1-RM,2015-Q1,6196,na                           
HOUGANG,2-RM,2015-Q1,6197,na                           
HOUGANG,3-RM,2015-Q1,6198,1850
HOUGANG,4-RM,2015-Q1,6199,2250
HOUGANG,5-RM,2015-Q1,6200,2400
HOUGANG,EXEC,2015-Q1,6201,2600
JURONG EAST,1-RM,2015-Q1,6202,na                       
JURONG EAST,2-RM,2015-Q1,6203,na                       
JURONG EAST,3-RM,2015-Q1,6204,2000
JURONG EAST,4-RM,2015-Q1,6205,2400
JURONG EAST,5-RM,2015-Q1,6206,2600
JURONG EAST,EXEC,2015-Q1,6207,-                        
JURONG WEST,1-RM,2015-Q1,6208,na                       
JURONG WEST,2-RM,2015-Q1,6209,-                        
JURONG WEST,3-RM,2015-Q1,6210,1900
JURONG WEST,4-RM,2015-Q1,6211,2400
JURONG WEST,5-RM,2015-Q1,6212,2600
JURONG WEST,EXEC,2015-Q1,6213,2780
KALLANG/ WHAMPOA,1-RM,2015-Q1,6214,na                  
KALLANG/ WHAMPOA,2-RM,2015-Q1,6215,-                   
KALLANG/ WHAMPOA,3-RM,2015-Q1,6216,2000
KALLANG/ WHAMPOA,4-RM,2015-Q1,6217,2700
KALLANG/ WHAMPOA,5-RM,2015-Q1,6218,3000
KALLANG/ WHAMPOA,EXEC,2015-Q1,6219,-                   
MARINE PARADE,1-RM,2015-Q1,6220,na                     
MARINE PARADE,2-RM,2015-Q1,6221,na                     
MARINE PARADE,3-RM,2015-Q1,6222,2100
MARINE PARADE,4-RM,2015-Q1,6223,2400
MARINE PARADE,5-RM,2015-Q1,6224,-                      
MARINE PARADE,EXEC,2015-Q1,6225,na                     
PASIR RIS,1-RM,2015-Q1,6226,na                         
PASIR RIS,2-RM,2015-Q1,6227,na                         
PASIR RIS,3-RM,2015-Q1,6228,-                          
PASIR RIS,4-RM,2015-Q1,6229,2250
PASIR RIS,5-RM,2015-Q1,6230,2500
PASIR RIS,EXEC,2015-Q1,6231,2600
PUNGGOL,1-RM,2015-Q1,6232,na                           
PUNGGOL,2-RM,2015-Q1,6233,na                           
PUNGGOL,3-RM,2015-Q1,6234,-                            
PUNGGOL,4-RM,2015-Q1,6235,2100
PUNGGOL,5-RM,2015-Q1,6236,2200
PUNGGOL,EXEC,2015-Q1,6237,-                            
QUEENSTOWN,1-RM,2015-Q1,6238,na                        
QUEENSTOWN,2-RM,2015-Q1,6239,1480
QUEENSTOWN,3-RM,2015-Q1,6240,2200
QUEENSTOWN,4-RM,2015-Q1,6241,2800
QUEENSTOWN,5-RM,2015-Q1,6242,3200
QUEENSTOWN,EXEC,2015-Q1,6243,-                         
SEMBAWANG,1-RM,2015-Q1,6244,na                         
SEMBAWANG,2-RM,2015-Q1,6245,na                         
SEMBAWANG,3-RM,2015-Q1,6246,na                         
SEMBAWANG,4-RM,2015-Q1,6247,2050
SEMBAWANG,5-RM,2015-Q1,6248,2230
SEMBAWANG,EXEC,2015-Q1,6249,2380
SENGKANG,1-RM,2015-Q1,6250,na                          
SENGKANG,2-RM,2015-Q1,6251,-                           
SENGKANG,3-RM,2015-Q1,6252,-                           
SENGKANG,4-RM,2015-Q1,6253,2200
SENGKANG,5-RM,2015-Q1,6254,2300
SENGKANG,EXEC,2015-Q1,6255,2500
SERANGOON,1-RM,2015-Q1,6256,na                         
SERANGOON,2-RM,2015-Q1,6257,-                          
SERANGOON,3-RM,2015-Q1,6258,2050
SERANGOON,4-RM,2015-Q1,6259,2400
SERANGOON,5-RM,2015-Q1,6260,2500
SERANGOON,EXEC,2015-Q1,6261,2800
TAMPINES,1-RM,2015-Q1,6262,na                          
TAMPINES,2-RM,2015-Q1,6263,na                          
TAMPINES,3-RM,2015-Q1,6264,2000
TAMPINES,4-RM,2015-Q1,6265,2300
TAMPINES,5-RM,2015-Q1,6266,2500
TAMPINES,EXEC,2015-Q1,6267,2700
TOA PAYOH,1-RM,2015-Q1,6268,na                         
TOA PAYOH,2-RM,2015-Q1,6269,-                          
TOA PAYOH,3-RM,2015-Q1,6270,2000
TOA PAYOH,4-RM,2015-Q1,6271,2600
TOA PAYOH,5-RM,2015-Q1,6272,2850
TOA PAYOH,EXEC,2015-Q1,6273,-                          
WOODLANDS,1-RM,2015-Q1,6274,na                         
WOODLANDS,2-RM,2015-Q1,6275,-                          
WOODLANDS,3-RM,2015-Q1,6276,1600
WOODLANDS,4-RM,2015-Q1,6277,2000
WOODLANDS,5-RM,2015-Q1,6278,2200
WOODLANDS,EXEC,2015-Q1,6279,2400
YISHUN,1-RM,2015-Q1,6280,na                            
YISHUN,2-RM,2015-Q1,6281,na                            
YISHUN,3-RM,2015-Q1,6282,1800
YISHUN,4-RM,2015-Q1,6283,2100
YISHUN,5-RM,2015-Q1,6284,2400
YISHUN,EXEC,2015-Q1,6285,2500
ANG MO KIO,1-RM,2015-Q2,6286,na                        
ANG MO KIO,2-RM,2015-Q2,6287,-                         
ANG MO KIO,3-RM,2015-Q2,6288,1900
ANG MO KIO,4-RM,2015-Q2,6289,2400
ANG MO KIO,5-RM,2015-Q2,6290,2700
ANG MO KIO,EXEC,2015-Q2,6291,-                         
BEDOK,1-RM,2015-Q2,6292,na                             
BEDOK,2-RM,2015-Q2,6293,-                              
BEDOK,3-RM,2015-Q2,6294,1950
BEDOK,4-RM,2015-Q2,6295,2300
BEDOK,5-RM,2015-Q2,6296,2500
BEDOK,EXEC,2015-Q2,6297,2700
BISHAN,1-RM,2015-Q2,6298,na                            
BISHAN,2-RM,2015-Q2,6299,na                            
BISHAN,3-RM,2015-Q2,6300,2100
BISHAN,4-RM,2015-Q2,6301,2500
BISHAN,5-RM,2015-Q2,6302,2800
BISHAN,EXEC,2015-Q2,6303,-                             
BUKIT BATOK,1-RM,2015-Q2,6304,na                       
BUKIT BATOK,2-RM,2015-Q2,6305,na                       
BUKIT BATOK,3-RM,2015-Q2,6306,1900
BUKIT BATOK,4-RM,2015-Q2,6307,2300
BUKIT BATOK,5-RM,2015-Q2,6308,2400
BUKIT BATOK,EXEC,2015-Q2,6309,2550
BUKIT MERAH,1-RM,2015-Q2,6310,-                        
BUKIT MERAH,2-RM,2015-Q2,6311,1600
BUKIT MERAH,3-RM,2015-Q2,6312,2200
BUKIT MERAH,4-RM,2015-Q2,6313,2850
BUKIT MERAH,5-RM,2015-Q2,6314,3180
BUKIT MERAH,EXEC,2015-Q2,6315,na                       
BUKIT PANJANG,1-RM,2015-Q2,6316,na                     
BUKIT PANJANG,2-RM,2015-Q2,6317,na                     
BUKIT PANJANG,3-RM,2015-Q2,6318,1700
BUKIT PANJANG,4-RM,2015-Q2,6319,1850
BUKIT PANJANG,5-RM,2015-Q2,6320,2000
BUKIT PANJANG,EXEC,2015-Q2,6321,2300
BUKIT TIMAH,1-RM,2015-Q2,6322,na                       
BUKIT TIMAH,2-RM,2015-Q2,6323,na                       
BUKIT TIMAH,3-RM,2015-Q2,6324,-                        
BUKIT TIMAH,4-RM,2015-Q2,6325,-                        
BUKIT TIMAH,5-RM,2015-Q2,6326,-                        
BUKIT TIMAH,EXEC,2015-Q2,6327,-                        
CENTRAL,1-RM,2015-Q2,6328,na                           
CENTRAL,2-RM,2015-Q2,6329,-                            
CENTRAL,3-RM,2015-Q2,6330,2300
CENTRAL,4-RM,2015-Q2,6331,3000
CENTRAL,5-RM,2015-Q2,6332,3500
CENTRAL,EXEC,2015-Q2,6333,na                           
CHOA CHU KANG,1-RM,2015-Q2,6334,na                     
CHOA CHU KANG,2-RM,2015-Q2,6335,-                      
CHOA CHU KANG,3-RM,2015-Q2,6336,-                      
CHOA CHU KANG,4-RM,2015-Q2,6337,2080
CHOA CHU KANG,5-RM,2015-Q2,6338,2200
CHOA CHU KANG,EXEC,2015-Q2,6339,2350
CLEMENTI,1-RM,2015-Q2,6340,na                          
CLEMENTI,2-RM,2015-Q2,6341,-                           
CLEMENTI,3-RM,2015-Q2,6342,2100
CLEMENTI,4-RM,2015-Q2,6343,2600
CLEMENTI,5-RM,2015-Q2,6344,2830
CLEMENTI,EXEC,2015-Q2,6345,-                           
GEYLANG,1-RM,2015-Q2,6346,na                           
GEYLANG,2-RM,2015-Q2,6347,-                            
GEYLANG,3-RM,2015-Q2,6348,2000
GEYLANG,4-RM,2015-Q2,6349,2500
GEYLANG,5-RM,2015-Q2,6350,2750
GEYLANG,EXEC,2015-Q2,6351,-                            
HOUGANG,1-RM,2015-Q2,6352,na                           
HOUGANG,2-RM,2015-Q2,6353,na                           
HOUGANG,3-RM,2015-Q2,6354,1800
HOUGANG,4-RM,2015-Q2,6355,2200
HOUGANG,5-RM,2015-Q2,6356,2400
HOUGANG,EXEC,2015-Q2,6357,2700
JURONG EAST,1-RM,2015-Q2,6358,na                       
JURONG EAST,2-RM,2015-Q2,6359,na                       
JURONG EAST,3-RM,2015-Q2,6360,2000
JURONG EAST,4-RM,2015-Q2,6361,2450
JURONG EAST,5-RM,2015-Q2,6362,2600
JURONG EAST,EXEC,2015-Q2,6363,2800
JURONG WEST,1-RM,2015-Q2,6364,na                       
JURONG WEST,2-RM,2015-Q2,6365,-                        
JURONG WEST,3-RM,2015-Q2,6366,1850
JURONG WEST,4-RM,2015-Q2,6367,2400
JURONG WEST,5-RM,2015-Q2,6368,2600
JURONG WEST,EXEC,2015-Q2,6369,2700
KALLANG/ WHAMPOA,1-RM,2015-Q2,6370,na                  
KALLANG/ WHAMPOA,2-RM,2015-Q2,6371,-                   
KALLANG/ WHAMPOA,3-RM,2015-Q2,6372,2100
KALLANG/ WHAMPOA,4-RM,2015-Q2,6373,2700
KALLANG/ WHAMPOA,5-RM,2015-Q2,6374,2850
KALLANG/ WHAMPOA,EXEC,2015-Q2,6375,-                   
MARINE PARADE,1-RM,2015-Q2,6376,na                     
MARINE PARADE,2-RM,2015-Q2,6377,na                     
MARINE PARADE,3-RM,2015-Q2,6378,2100
MARINE PARADE,4-RM,2015-Q2,6379,2400
MARINE PARADE,5-RM,2015-Q2,6380,-                      
MARINE PARADE,EXEC,2015-Q2,6381,na                     
PASIR RIS,1-RM,2015-Q2,6382,na                         
PASIR RIS,2-RM,2015-Q2,6383,na                         
PASIR RIS,3-RM,2015-Q2,6384,-                          
PASIR RIS,4-RM,2015-Q2,6385,2200
PASIR RIS,5-RM,2015-Q2,6386,2400
PASIR RIS,EXEC,2015-Q2,6387,2600
PUNGGOL,1-RM,2015-Q2,6388,na                           
PUNGGOL,2-RM,2015-Q2,6389,na                           
PUNGGOL,3-RM,2015-Q2,6390,na                           
PUNGGOL,4-RM,2015-Q2,6391,2100
PUNGGOL,5-RM,2015-Q2,6392,2200
PUNGGOL,EXEC,2015-Q2,6393,-                            
QUEENSTOWN,1-RM,2015-Q2,6394,na                        
QUEENSTOWN,2-RM,2015-Q2,6395,1600
QUEENSTOWN,3-RM,2015-Q2,6396,2200
QUEENSTOWN,4-RM,2015-Q2,6397,2980
QUEENSTOWN,5-RM,2015-Q2,6398,3100
QUEENSTOWN,EXEC,2015-Q2,6399,-                         
SEMBAWANG,1-RM,2015-Q2,6400,na                         
SEMBAWANG,2-RM,2015-Q2,6401,na                         
SEMBAWANG,3-RM,2015-Q2,6402,na                         
SEMBAWANG,4-RM,2015-Q2,6403,2000
SEMBAWANG,5-RM,2015-Q2,6404,2200
SEMBAWANG,EXEC,2015-Q2,6405,2200
SENGKANG,1-RM,2015-Q2,6406,na                          
SENGKANG,2-RM,2015-Q2,6407,-                           
SENGKANG,3-RM,2015-Q2,6408,-                           
SENGKANG,4-RM,2015-Q2,6409,2200
SENGKANG,5-RM,2015-Q2,6410,2250
SENGKANG,EXEC,2015-Q2,6411,2400
SERANGOON,1-RM,2015-Q2,6412,na                         
SERANGOON,2-RM,2015-Q2,6413,-                          
SERANGOON,3-RM,2015-Q2,6414,2000
SERANGOON,4-RM,2015-Q2,6415,2420
SERANGOON,5-RM,2015-Q2,6416,2600
SERANGOON,EXEC,2015-Q2,6417,2900
TAMPINES,1-RM,2015-Q2,6418,na                          
TAMPINES,2-RM,2015-Q2,6419,-                           
TAMPINES,3-RM,2015-Q2,6420,2000
TAMPINES,4-RM,2015-Q2,6421,2350
TAMPINES,5-RM,2015-Q2,6422,2500
TAMPINES,EXEC,2015-Q2,6423,2700
TOA PAYOH,1-RM,2015-Q2,6424,na                         
TOA PAYOH,2-RM,2015-Q2,6425,-                          
TOA PAYOH,3-RM,2015-Q2,6426,2000
TOA PAYOH,4-RM,2015-Q2,6427,2550
TOA PAYOH,5-RM,2015-Q2,6428,2800
TOA PAYOH,EXEC,2015-Q2,6429,-                          
WOODLANDS,1-RM,2015-Q2,6430,na                         
WOODLANDS,2-RM,2015-Q2,6431,na                         
WOODLANDS,3-RM,2015-Q2,6432,1600
WOODLANDS,4-RM,2015-Q2,6433,2000
WOODLANDS,5-RM,2015-Q2,6434,2100
WOODLANDS,EXEC,2015-Q2,6435,2450
YISHUN,1-RM,2015-Q2,6436,na                            
YISHUN,2-RM,2015-Q2,6437,-                             
YISHUN,3-RM,2015-Q2,6438,1800
YISHUN,4-RM,2015-Q2,6439,2100
YISHUN,5-RM,2015-Q2,6440,2300
YISHUN,EXEC,2015-Q2,6441,2500
ANG MO KIO,1-RM,2015-Q3,6442,na                        
ANG MO KIO,2-RM,2015-Q3,6443,-                         
ANG MO KIO,3-RM,2015-Q3,6444,1900
ANG MO KIO,4-RM,2015-Q3,6445,2400
ANG MO KIO,5-RM,2015-Q3,6446,2700
ANG MO KIO,EXEC,2015-Q3,6447,-                         
BEDOK,1-RM,2015-Q3,6448,na                             
BEDOK,2-RM,2015-Q3,6449,-                              
BEDOK,3-RM,2015-Q3,6450,1950
BEDOK,4-RM,2015-Q3,6451,2300
BEDOK,5-RM,2015-Q3,6452,2500
BEDOK,EXEC,2015-Q3,6453,2700
BISHAN,1-RM,2015-Q3,6454,na                            
BISHAN,2-RM,2015-Q3,6455,na                            
BISHAN,3-RM,2015-Q3,6456,2050
BISHAN,4-RM,2015-Q3,6457,2500
BISHAN,5-RM,2015-Q3,6458,2800
BISHAN,EXEC,2015-Q3,6459,-                             
BUKIT BATOK,1-RM,2015-Q3,6460,na                       
BUKIT BATOK,2-RM,2015-Q3,6461,na                       
BUKIT BATOK,3-RM,2015-Q3,6462,1800
BUKIT BATOK,4-RM,2015-Q3,6463,2250
BUKIT BATOK,5-RM,2015-Q3,6464,2500
BUKIT BATOK,EXEC,2015-Q3,6465,2600
BUKIT MERAH,1-RM,2015-Q3,6466,-                        
BUKIT MERAH,2-RM,2015-Q3,6467,-                        
BUKIT MERAH,3-RM,2015-Q3,6468,2100
BUKIT MERAH,4-RM,2015-Q3,6469,2800
BUKIT MERAH,5-RM,2015-Q3,6470,3100
BUKIT MERAH,EXEC,2015-Q3,6471,na                       
BUKIT PANJANG,1-RM,2015-Q3,6472,na                     
BUKIT PANJANG,2-RM,2015-Q3,6473,na                     
BUKIT PANJANG,3-RM,2015-Q3,6474,1600
BUKIT PANJANG,4-RM,2015-Q3,6475,1850
BUKIT PANJANG,5-RM,2015-Q3,6476,1900
BUKIT PANJANG,EXEC,2015-Q3,6477,2200
BUKIT TIMAH,1-RM,2015-Q3,6478,na                       
BUKIT TIMAH,2-RM,2015-Q3,6479,na                       
BUKIT TIMAH,3-RM,2015-Q3,6480,-                        
BUKIT TIMAH,4-RM,2015-Q3,6481,-                        
